O74740	Accession	Label	Set	CV_Fold
H2L056	H2L056	0	Training	0
Q05541	Q05541	0	Training	1
Q9W2I4	Q9W2I4	0	Training	2
Q8R3P9	Q8R3P9	0	Training	3
Q0J995	Q0J995	0	Training	4
O59740	O59740	0	Training	0
Q9ZW85	Q9ZW85	0	Training	1
A0A0D1DMJ6	A0A0D1DMJ6	0	Training	2
P50110	P50110	0	Training	3
O13688	O13688	0	Training	4
P32874	P32874	0	Training	0
P53201	P53201	0	Training	1
O55230	O55230	0	Training	2
Q69YN2	Q69YN2	0	Training	3
P78527	P78527	0	Training	4
Q54XG7	Q54XG7	0	Training	0
Q945P1	Q945P1	0	Training	1
Q9SZ15	Q9SZ15	0	Training	2
Q9VWS0	Q9VWS0	0	Training	3
Q6AXT7	Q6AXT7	0	Training	4
Q08605	Q08605	0	Training	0
B9DHG0	B9DHG0	0	Training	1
Q8IXP5	Q8IXP5	0	Training	2
Q92373	Q92373	0	Training	3
P14618	P14618	0	Training	4
Q6P6N5	Q6P6N5	0	Training	0
O13851	O13851	0	Training	1
Q9BSF8	Q9BSF8	0	Training	2
Q6E434	Q6E434	0	Training	3
Q9VH36	Q9VH36	0	Training	4
O35683	O35683	0	Training	0
Q9P7M3	Q9P7M3	0	Training	1
W2SDE2	W2SDE2	0	Training	2
Q9H8K7	Q9H8K7	0	Training	3
A1YKT1	A1YKT1	0	Training	4
Q9NVU7	Q9NVU7	0	Training	0
Q5TAQ9	Q5TAQ9	0	Training	1
Q1MTS0	Q1MTS0	0	Training	2
Q9UT31	Q9UT31	0	Training	3
Q9NX08	Q9NX08	0	Training	4
O94851	O94851	0	Training	0
Q8NEM7	Q8NEM7	0	Training	1
Q9FL12	Q9FL12	0	Training	2
P03069	P03069	0	Training	3
P15884	P15884	0	Training	4
P46604	P46604	0	Training	0
Q9D5P4	Q9D5P4	0	Training	1
Q4V7K4	Q4V7K4	0	Training	2
Q06697	Q06697	0	Training	3
P40008	P40008	0	Training	4
Q9HCU9	Q9HCU9	0	Training	0
Q7YUD6	Q7YUD6	0	Training	1
Q9QXK9	Q9QXK9	0	Training	2
Q91YT7	Q91YT7	0	Training	3
Q8IN94	Q8IN94	0	Training	4
P53309	P53309	0	Training	0
P62072	P62072	0	Training	1
P07257	P07257	0	Training	2
E9Q2Z1	E9Q2Z1	0	Training	3
Q96EH3	Q96EH3	0	Training	4
Q12275	Q12275	0	Training	0
P30987	P30987	0	Training	1
P48634	P48634	0	Training	2
P58281	P58281	0	Training	3
Q10325	Q10325	0	Training	4
Q9Y253	Q9Y253	0	Training	0
Q00055	Q00055	0	Training	1
K4D3V7	K4D3V7	0	Training	2
Q70EL2	Q70EL2	0	Training	3
Q9FGN8	Q9FGN8	0	Training	4
Q9Y4E5	Q9Y4E5	0	Training	0
Q924K8	Q924K8	0	Training	1
P40166	P40166	0	Training	2
Q9VPF9	Q9VPF9	0	Training	3
Q9Y7J1	Q9Y7J1	0	Training	4
P35732	P35732	0	Training	0
O74354	O74354	0	Training	1
P50539	P50539	0	Training	2
U3H042	U3H042	0	Training	3
Q12204	Q12204	0	Training	4
Q08961	Q08961	0	Training	0
O00257	O00257	0	Training	1
Q6XQN6	Q6XQN6	0	Training	2
Q9ESM6	Q9ESM6	0	Training	3
Q6UFS5	Q6UFS5	0	Training	4
Q9QZB0	Q9QZB0	0	Training	0
Q14019	Q14019	0	Training	1
Q9UI32	Q9UI32	0	Training	2
P32259	P32259	0	Training	3
Q7L0Y3	Q7L0Y3	0	Training	4
P26645	P26645	0	Training	0
Q94126	Q94126	0	Training	1
Q06598	Q06598	0	Training	2
O14097	O14097	0	Training	3
P07213	P07213	0	Training	4
Q10173	Q10173	0	Training	0
P35710	P35710	0	Training	1
A0A120KVW2	A0A120KVW2	0	Training	2
Q06315	Q06315	0	Training	3
P47077	P47077	0	Training	4
Q9EQQ4	Q9EQQ4	0	Training	0
Q9BUA3	Q9BUA3	0	Training	1
Q12931	Q12931	0	Training	2
O55057	O55057	0	Training	3
Q3U2U7	Q3U2U7	0	Training	4
Q9LVM5	Q9LVM5	0	Training	0
Q9HGN5	Q9HGN5	0	Training	1
Q9C5J9	Q9C5J9	0	Training	2
P0C1Z6	P0C1Z6	0	Training	3
Q9UH92	Q9UH92	0	Training	4
P43079	P43079	0	Training	0
A2A9C3	A2A9C3	0	Training	1
Q9UNA4	Q9UNA4	0	Training	2
P45968	P45968	0	Training	3
Q42606	Q42606	0	Training	4
Q21836	Q21836	0	Training	0
P54857	P54857	0	Training	1
Q9FZ47	Q9FZ47	0	Training	2
A0A163UT06	A0A163UT06	0	Training	3
O74535	O74535	0	Training	4
Q8K1R3	Q8K1R3	0	Training	0
Q24134	Q24134	0	Training	1
Q96524	Q96524	0	Training	2
A9YTQ3	A9YTQ3	0	Training	3
A0AV96	A0AV96	0	Training	4
P70033	P70033	0	Training	0
Q16617	Q16617	0	Training	1
Q95XA8	Q95XA8	0	Training	2
A0A1B0GUW7	A0A1B0GUW7	0	Training	3
Q9P2D8	Q9P2D8	0	Training	4
Q18508	Q18508	0	Training	0
Q9P6S5	Q9P6S5	0	Training	1
Q940X9	Q940X9	0	Training	2
O80842	O80842	0	Training	3
Q10059	Q10059	0	Training	4
Q08024	Q08024	0	Training	0
Q96Q11	Q96Q11	0	Training	1
A2T1U1	A2T1U1	0	Training	2
Q8L7C9	Q8L7C9	0	Training	3
Q9FTA2	Q9FTA2	0	Training	4
Q12117	Q12117	0	Training	0
P40326	P40326	0	Training	1
Q94AG6	Q94AG6	0	Training	2
P38250	P38250	0	Training	3
O08586	O08586	0	Training	4
Q07381	Q07381	0	Training	0
O42637	O42637	0	Training	1
Q9UUI3	Q9UUI3	0	Training	2
Q19345	Q19345	0	Training	3
Q96DV4	Q96DV4	0	Training	4
Q7Z3E1	Q7Z3E1	0	Training	0
Q925F4	Q925F4	0	Training	1
P28907	P28907	0	Training	2
B6VQ60	B6VQ60	0	Training	3
P09234	P09234	0	Training	4
P32037	P32037	0	Training	0
Q04868	Q04868	0	Training	1
Q75WU1	Q75WU1	0	Training	2
Q9SKZ5	Q9SKZ5	0	Training	3
Q86TS9	Q86TS9	0	Training	4
Q9H8M2	Q9H8M2	0	Training	0
Q62674	Q62674	0	Training	1
P09108	P09108	0	Training	2
P32526	P32526	0	Training	3
Q42510	Q42510	0	Training	4
F4ICK8	F4ICK8	0	Training	0
Q68FY1	Q68FY1	0	Training	1
Q9FJH5	Q9FJH5	0	Training	2
P32480	P32480	0	Training	3
Q9BSV6	Q9BSV6	0	Training	4
O15068	O15068	0	Training	0
Q9URZ4	Q9URZ4	0	Training	1
Q9FN52	Q9FN52	0	Training	2
Q5I2A0	Q5I2A0	0	Training	3
P53886	P53886	0	Training	4
P38292	P38292	0	Training	0
Q9LY66	Q9LY66	0	Training	1
Q9FXI5	Q9FXI5	0	Training	2
Q9W2H9	Q9W2H9	0	Training	3
Q8R4F0	Q8R4F0	0	Training	4
Q03388	Q03388	0	Training	0
Q6P756	Q6P756	0	Training	1
Q61471	Q61471	0	Training	2
Q9UQ13	Q9UQ13	0	Training	3
Q9ZT96	Q9ZT96	0	Training	4
Q03898	Q03898	0	Training	0
O60174	O60174	0	Training	1
Q9CZX7	Q9CZX7	0	Training	2
Q5M775	Q5M775	0	Training	3
Q64702	Q64702	0	Training	4
Q9SS48	Q9SS48	0	Training	0
Q9CQ79	Q9CQ79	0	Training	1
Q99496	Q99496	0	Training	2
Q9D8H7	Q9D8H7	0	Training	3
P51178	P51178	0	Training	4
Q9SPI9	Q9SPI9	0	Training	0
Q4KMQ1	Q4KMQ1	0	Training	1
F4JF14	F4JF14	0	Training	2
Q6P3S1	Q6P3S1	0	Training	3
Q9D8F1	Q9D8F1	0	Training	4
Q08213	Q08213	0	Training	0
Q8BG21	Q8BG21	0	Training	1
Q12381	Q12381	0	Training	2
A0A1C3NSL9	A0A1C3NSL9	0	Training	3
P78316	P78316	0	Training	4
P46309	P46309	0	Training	0
Q6NUD0	Q6NUD0	0	Training	1
O74971	O74971	0	Training	2
P36168	P36168	0	Training	3
P53883	P53883	0	Training	4
P78345	P78345	0	Training	0
Q28851	Q28851	0	Training	1
O42975	O42975	0	Training	2
P03925	P03925	0	Training	3
Q17602	Q17602	0	Training	4
P47149	P47149	0	Training	0
Q12753	Q12753	0	Training	1
D0Q0Y7	D0Q0Y7	0	Training	2
Q15649	Q15649	0	Training	3
Q93ZG9	Q93ZG9	0	Training	4
P47093	P47093	0	Training	0
Q6Q4D0	Q6Q4D0	0	Training	1
O49543	O49543	0	Training	2
Q03193	Q03193	0	Training	3
O00623	O00623	0	Training	4
Q12179	Q12179	0	Training	0
Q9P7G6	Q9P7G6	0	Training	1
A0A509ARF0	A0A509ARF0	0	Training	2
P42116	P42116	0	Training	3
P39683	P39683	0	Training	4
Q9NZG7	Q9NZG7	0	Training	0
Q9SGH4	Q9SGH4	0	Training	1
G1X9H9	G1X9H9	0	Training	2
F4JGZ1	F4JGZ1	0	Training	3
A6NFQ2	A6NFQ2	0	Training	4
P42697	P42697	0	Training	0
Q7SHR9	Q7SHR9	0	Training	1
P47910	P47910	0	Training	2
A2AIV2	A2AIV2	0	Training	3
Q9FQ09	Q9FQ09	0	Training	4
L0R8F8	L0R8F8	0	Training	0
P40486	P40486	0	Training	1
Q9UHV9	Q9UHV9	0	Training	2
P20134	P20134	0	Training	3
P82887	P82887	0	Training	4
Q8IUH3	Q8IUH3	0	Training	0
O97297	O97297	0	Training	1
Q9SB47	Q9SB47	0	Training	2
Q05024	Q05024	0	Training	3
P35680	P35680	0	Training	4
O43082	O43082	0	Training	0
P19541	P19541	0	Training	1
P82669	P82669	0	Training	2
Q6UXN9	Q6UXN9	0	Training	3
P41896	P41896	0	Training	4
Q8VIJ5	Q8VIJ5	0	Training	0
Q9ER97	Q9ER97	0	Training	1
Q3KRA9	Q3KRA9	0	Training	2
Q8WWQ0	Q8WWQ0	0	Training	3
P93045	P93045	0	Training	4
Q9NXV6	Q9NXV6	0	Training	0
Q3V2A7	Q3V2A7	0	Training	1
Q14498	Q14498	0	Training	2
Q64321	Q64321	0	Training	3
Q84Y18	Q84Y18	0	Training	4
Q8BMI0	Q8BMI0	0	Training	0
Q9URX7	Q9URX7	0	Training	1
P38326	P38326	0	Training	2
Q8IWT0	Q8IWT0	0	Training	3
P55088	P55088	0	Training	4
Q7K003	Q7K003	0	Training	0
Q9BUL5	Q9BUL5	0	Training	1
Q9TXI7	Q9TXI7	0	Training	2
Q9C9B9	Q9C9B9	0	Training	3
P38205	P38205	0	Training	4
O75940	O75940	0	Training	0
P24482	P24482	0	Training	1
Q42496	Q42496	0	Training	2
Q06106	Q06106	0	Training	3
Q9VEX9	Q9VEX9	0	Training	4
P18754	P18754	0	Training	0
I6PL68	I6PL68	0	Training	1
O75106	O75106	0	Training	2
Q9Y6N9	Q9Y6N9	0	Training	3
P38801	P38801	0	Training	4
O95415	O95415	0	Training	0
O22160	O22160	0	Training	1
P93788	P93788	0	Training	2
Q14676	Q14676	0	Training	3
P38979	P38979	0	Training	4
Q06554	Q06554	0	Training	0
O42666	O42666	0	Training	1
P56277	P56277	0	Training	2
P21580	P21580	0	Training	3
P20398	P20398	0	Training	4
Q9VZL5	Q9VZL5	0	Training	0
Q75WB5	Q75WB5	0	Training	1
Q9NRF8	Q9NRF8	0	Training	2
Q04894	Q04894	0	Training	3
P23116	P23116	0	Training	4
G4NCH6	G4NCH6	0	Training	0
Q9BW27	Q9BW27	0	Training	1
E9QAU8	E9QAU8	0	Training	2
Q02606	Q02606	0	Training	3
P30706	P30706	0	Training	4
F4HRV8	F4HRV8	0	Training	0
D3Z649	D3Z649	0	Training	1
A0A0K2GUJ4	A0A0K2GUJ4	0	Training	2
Q08923	Q08923	0	Training	3
Q9W6G7	Q9W6G7	0	Training	4
Q0P651	Q0P651	0	Training	0
Q9FZD1	Q9FZD1	0	Training	1
Q08357	Q08357	0	Training	2
Q80ZI2	Q80ZI2	0	Training	3
Q9H165	Q9H165	0	Training	4
Q67Y99	Q67Y99	0	Training	0
Q8VY11	Q8VY11	0	Training	1
P39985	P39985	0	Training	2
Q9I8A3	Q9I8A3	0	Training	3
Q4QAU9	Q4QAU9	0	Training	4
O01367	O01367	0	Training	0
Q9HGL9	Q9HGL9	0	Training	1
Q9LR91	Q9LR91	0	Training	2
Q9VYQ0	Q9VYQ0	0	Training	3
P41696	P41696	0	Training	4
Q9SP32	Q9SP32	0	Training	0
E9AGH7	E9AGH7	0	Training	1
Q01892	Q01892	0	Training	2
Q09275	Q09275	0	Training	3
Q9CAH5	Q9CAH5	0	Training	4
Q8N8R5	Q8N8R5	0	Training	0
Q9VV73	Q9VV73	0	Training	1
Q9FIG9	Q9FIG9	0	Training	2
Q96SY0	Q96SY0	0	Training	3
O80832	O80832	0	Training	4
Q9TW65	Q9TW65	0	Training	0
Q8RWV3	Q8RWV3	0	Training	1
Q8K3Q3	Q8K3Q3	0	Training	2
Q32KD2	Q32KD2	0	Training	3
Q9Y3S2	Q9Y3S2	0	Training	4
Q0WNB1	Q0WNB1	0	Training	0
Q9SV55	Q9SV55	0	Training	1
Q6RFZ7	Q6RFZ7	0	Training	2
P22936	P22936	0	Training	3
Q9Y6D9	Q9Y6D9	0	Training	4
Q15833	Q15833	0	Training	0
Q96RN5	Q96RN5	0	Training	1
P23369	P23369	0	Training	2
P40161	P40161	0	Training	3
Q00341	Q00341	0	Training	4
P38827	P38827	0	Training	0
Q14765	Q14765	0	Training	1
Q7Z2T5	Q7Z2T5	0	Training	2
Q0E7J7	Q0E7J7	0	Training	3
Q8IVF7	Q8IVF7	0	Training	4
P40121	P40121	0	Training	0
Q96JJ3	Q96JJ3	0	Training	1
P47096	P47096	0	Training	2
Q24472	Q24472	0	Training	3
Q12495	Q12495	0	Training	4
Q9C106	Q9C106	0	Training	0
P09925	P09925	0	Training	1
Q8WTP8	Q8WTP8	0	Training	2
Q9Y2I1	Q9Y2I1	0	Training	3
Q9UBE0	Q9UBE0	0	Training	4
Q80TG1	Q80TG1	0	Training	0
Q8W4D6	Q8W4D6	0	Training	1
Q9QYW0	Q9QYW0	0	Training	2
Q02447	Q02447	0	Training	3
Q8C8R3	Q8C8R3	0	Training	4
Q9W252	Q9W252	0	Training	0
P06541	P06541	0	Training	1
Q4WUK4	Q4WUK4	0	Training	2
P19783	P19783	0	Training	3
Q9C8R8	Q9C8R8	0	Training	4
Q7SG49	Q7SG49	0	Training	0
Q9H4X1	Q9H4X1	0	Training	1
Q09690	Q09690	0	Training	2
Q09842	Q09842	0	Training	3
P04789	P04789	0	Training	4
O15091	O15091	0	Training	0
Q01560	Q01560	0	Training	1
Q60865	Q60865	0	Training	2
Q9VWN4	Q9VWN4	0	Training	3
Q92361	Q92361	0	Training	4
O14015	O14015	0	Training	0
Q8N9A8	Q8N9A8	0	Training	1
Q9BTZ2	Q9BTZ2	0	Training	2
Q7RYW7	Q7RYW7	0	Training	3
P53060	P53060	0	Training	4
Q8IYJ3	Q8IYJ3	0	Training	0
C9JLW8	C9JLW8	0	Training	1
P48239	P48239	0	Training	2
P52168	P52168	0	Training	3
P32899	P32899	0	Training	4
Q8L7N4	Q8L7N4	0	Training	0
P24813	P24813	0	Training	1
Q9Y3A4	Q9Y3A4	0	Training	2
A2AKK5	A2AKK5	0	Training	3
Q5Q0E6	Q5Q0E6	0	Training	4
F4K3G5	F4K3G5	0	Training	0
P38210	P38210	0	Training	1
Q8L7W1	Q8L7W1	0	Training	2
D3YXJ0	D3YXJ0	0	Training	3
Q12139	Q12139	0	Training	4
O74478	O74478	0	Training	0
Q8GSM2	Q8GSM2	0	Training	1
P24641	P24641	0	Training	2
O35047	O35047	0	Training	3
Q7LDG7	Q7LDG7	0	Training	4
Q9BMK9	Q9BMK9	0	Training	0
Q9FLY0	Q9FLY0	0	Training	1
Q4V7H8	Q4V7H8	0	Training	2
Q7L8L6	Q7L8L6	0	Training	3
Q80UF7	Q80UF7	0	Training	4
Q9R0A0	Q9R0A0	0	Training	0
Q7L5Y1	Q7L5Y1	0	Training	1
P22734	P22734	0	Training	2
Q9BTP7	Q9BTP7	0	Training	3
P36421	P36421	0	Training	4
Q03661	Q03661	0	Training	0
Q96FI4	Q96FI4	0	Training	1
C8V329	C8V329	0	Training	2
Q6PID8	Q6PID8	0	Training	3
P32453	P32453	0	Training	4
Q9FMZ0	Q9FMZ0	0	Training	0
Q96E11	Q96E11	0	Training	1
Q9USP0	Q9USP0	0	Training	2
Q8BL80	Q8BL80	0	Training	3
O74331	O74331	0	Training	4
J9VT33	J9VT33	0	Training	0
Q02080	Q02080	0	Training	1
Q9NQX7	Q9NQX7	0	Training	2
O95071	O95071	0	Training	3
Q9UTH9	Q9UTH9	0	Training	4
P22561	P22561	0	Training	0
P13469	P13469	0	Training	1
Q07053	Q07053	0	Training	2
Q585P3	Q585P3	0	Training	3
Q09601	Q09601	0	Training	4
P53139	P53139	0	Training	0
P34231	P34231	0	Training	1
Q12161	Q12161	0	Training	2
Q9NY33	Q9NY33	0	Training	3
Q9SSA5	Q9SSA5	0	Training	4
Q5RI15	Q5RI15	0	Training	0
Q9NQV5	Q9NQV5	0	Training	1
Q9BY10	Q9BY10	0	Training	2
Q8NBI5	Q8NBI5	0	Training	3
Q6NUF4	Q6NUF4	0	Training	4
Q06675	Q06675	0	Training	0
P43569	P43569	0	Training	1
O42958	O42958	0	Training	2
Q9BZR8	Q9BZR8	0	Training	3
P23180	P23180	0	Training	4
Q9P7N0	Q9P7N0	0	Training	0
Q16534	Q16534	0	Training	1
Q9LS24	Q9LS24	0	Training	2
P40460	P40460	0	Training	3
Q03465	Q03465	0	Training	4
Q10187	Q10187	0	Training	0
Q6EPZ0	Q6EPZ0	0	Training	1
Q9V452	Q9V452	0	Training	2
Q61823	Q61823	0	Training	3
Q07912	Q07912	0	Training	4
P52594	P52594	0	Training	0
P0DYC2	P0DYC2	0	Training	1
Q8I299	Q8I299	0	Training	2
Q10336	Q10336	0	Training	3
Q92750	Q92750	0	Training	4
Q5SZT7	Q5SZT7	0	Training	0
Q9GZP8	Q9GZP8	0	Training	1
P39961	P39961	0	Training	2
Q9UI36	Q9UI36	0	Training	3
A0A096LP01	A0A096LP01	0	Training	4
Q9LVS0	Q9LVS0	0	Training	0
Q8SWX0	Q8SWX0	0	Training	1
Q1W1G1	Q1W1G1	0	Training	2
O55003	O55003	0	Training	3
Q9P7A0	Q9P7A0	0	Training	4
Q9ZV06	Q9ZV06	0	Training	0
Q9BVJ6	Q9BVJ6	0	Training	1
Q8WUX9	Q8WUX9	0	Training	2
O74904	O74904	0	Training	3
Q9FNB0	Q9FNB0	0	Training	4
O95714	O95714	0	Training	0
Q86WP2	Q86WP2	0	Training	1
Q9Z2Q2	Q9Z2Q2	0	Training	2
P04038	P04038	0	Training	3
O43586	O43586	0	Training	4
Q9ZR72	Q9ZR72	0	Training	0
P0DW10	P0DW10	0	Training	1
Q9LU39	Q9LU39	0	Training	2
A0A120KVR5	A0A120KVR5	0	Training	3
P22516	P22516	0	Training	4
Q8IRH5	Q8IRH5	0	Training	0
P51810	P51810	0	Training	1
O75952	O75952	0	Training	2
V9M398	V9M398	0	Training	3
Q9XZT7	Q9XZT7	0	Training	4
Q9NWV8	Q9NWV8	0	Training	0
P36064	P36064	0	Training	1
Q8VXV7	Q8VXV7	0	Training	2
Q6ZWK4	Q6ZWK4	0	Training	3
G5EEU2	G5EEU2	0	Training	4
Q96WW3	Q96WW3	0	Training	0
W8JWV8	W8JWV8	0	Training	1
Q8GUK1	Q8GUK1	0	Training	2
Q17569	Q17569	0	Training	3
Q9H8H0	Q9H8H0	0	Training	4
P78312	P78312	0	Training	0
Q873E4	Q873E4	0	Training	1
Q8K1Z0	Q8K1Z0	0	Training	2
B1ASB6	B1ASB6	0	Training	3
Q4U0S5	Q4U0S5	0	Training	4
P17106	P17106	0	Training	0
Q12974	Q12974	0	Training	1
O43502	O43502	0	Training	2
G5EGE9	G5EGE9	0	Training	3
P36606	P36606	0	Training	4
Q8NC56	Q8NC56	0	Training	0
P46089	P46089	0	Training	1
Q3ZBU2	Q3ZBU2	0	Training	2
P39880	P39880	0	Training	3
Q5VZV1	Q5VZV1	0	Training	4
P22469	P22469	0	Training	0
Q06604	Q06604	0	Training	1
P08525	P08525	0	Training	2
Q66JZ4	Q66JZ4	0	Training	3
Q7XR83	Q7XR83	0	Training	4
E7F568	E7F568	0	Training	0
Q38HM4	Q38HM4	0	Training	1
P42891	P42891	0	Training	2
O14802	O14802	0	Training	3
B9F1C0	B9F1C0	0	Training	4
Q10B19	Q10B19	0	Training	0
Q8CDP0	Q8CDP0	0	Training	1
Q99LD4	Q99LD4	0	Training	2
Q9C0Z9	Q9C0Z9	0	Training	3
Q15760	Q15760	0	Training	4
Q5FWP4	Q5FWP4	0	Training	0
A1Z8D0	A1Z8D0	0	Training	1
Q9C5G0	Q9C5G0	0	Training	2
P42838	P42838	0	Training	3
Q4W9R0	Q4W9R0	0	Training	4
Q2TAL8	Q2TAL8	0	Training	0
Q8IUR6	Q8IUR6	0	Training	1
Q9VEB4	Q9VEB4	0	Training	2
Q8N0S6	Q8N0S6	0	Training	3
Q8WWL7	Q8WWL7	0	Training	4
Q6PII3	Q6PII3	0	Training	0
O82170	O82170	0	Training	1
P03871	P03871	0	Training	2
Q9EQ10	Q9EQ10	0	Training	3
B9DFX7	B9DFX7	0	Training	4
Q9BYG8	Q9BYG8	0	Training	0
Q02864	Q02864	0	Training	1
Q9LY99	Q9LY99	0	Training	2
Q62747	Q62747	0	Training	3
P22798	P22798	0	Training	4
Q9BT17	Q9BT17	0	Training	0
Q8N5A5	Q8N5A5	0	Training	1
Q61884	Q61884	0	Training	2
P56765	P56765	0	Training	3
Q659A1	Q659A1	0	Training	4
Q94K75	Q94K75	0	Training	0
P42937	P42937	0	Training	1
P0DKJ7	P0DKJ7	0	Training	2
Q9FVW4	Q9FVW4	0	Training	3
A9D2P7	A9D2P7	0	Training	4
Q941Q3	Q941Q3	0	Training	0
Q54HI5	Q54HI5	0	Training	1
P40041	P40041	0	Training	2
Q9QXN0	Q9QXN0	0	Training	3
Q9LE82	Q9LE82	0	Training	4
Q6NXG1	Q6NXG1	0	Training	0
H2KYH4	H2KYH4	0	Training	1
P29747	P29747	0	Training	2
P82248	P82248	0	Training	3
O82796	O82796	0	Training	4
Q9SPU7	Q9SPU7	0	Training	0
Q5H9F3	Q5H9F3	0	Training	1
Q8IQG1	Q8IQG1	0	Training	2
O35253	O35253	0	Training	3
Q9BLG3	Q9BLG3	0	Training	4
O74887	O74887	0	Training	0
O74854	O74854	0	Training	1
F4HVZ5	F4HVZ5	0	Training	2
O00483	O00483	0	Training	3
Q9CWE6	Q9CWE6	0	Training	4
Q9Y2W2	Q9Y2W2	0	Training	0
Q8C206	Q8C206	0	Training	1
P03877	P03877	0	Training	2
P54730	P54730	0	Training	3
Q04623	Q04623	0	Training	4
E7FFT2	E7FFT2	0	Training	0
Q9P7V3	Q9P7V3	0	Training	1
P23758	P23758	0	Training	2
Q8BGL3	Q8BGL3	0	Training	3
Q9SIM9	Q9SIM9	0	Training	4
O43504	O43504	0	Training	0
Q86V97	Q86V97	0	Training	1
Q96CB8	Q96CB8	0	Training	2
P49917	P49917	0	Training	3
P38876	P38876	0	Training	4
Q8R4N0	Q8R4N0	0	Training	0
Q8C8Y5	Q8C8Y5	0	Training	1
P12297	P12297	0	Training	2
P51947	P51947	0	Training	3
Q9NXZ1	Q9NXZ1	0	Training	4
Q18221	Q18221	0	Training	0
Q13356	Q13356	0	Training	1
Q01613	Q01613	0	Training	2
G5EBR8	G5EBR8	0	Training	3
P13489	P13489	0	Training	4
P81269	P81269	0	Training	0
Q00422	Q00422	0	Training	1
Q9UT23	Q9UT23	0	Training	2
Q9H0E3	Q9H0E3	0	Training	3
Q8BJA3	Q8BJA3	0	Training	4
Q7XA83	Q7XA83	0	Training	0
P53331	P53331	0	Training	1
Q12906	Q12906	0	Training	2
Q00PI9	Q00PI9	0	Training	3
Q96RG2	Q96RG2	0	Training	4
Q76NL8	Q76NL8	0	Training	0
Q9SX99	Q9SX99	0	Training	1
Q9H816	Q9H816	0	Training	2
P25443	P25443	0	Training	3
Q9SD80	Q9SD80	0	Training	4
Q9NPG3	Q9NPG3	0	Training	0
P87000	P87000	0	Training	1
Q7KTX8	Q7KTX8	0	Training	2
P19426	P19426	0	Training	3
O49562	O49562	0	Training	4
Q5C9Z4	Q5C9Z4	0	Training	0
P19659	P19659	0	Training	1
Q12530	Q12530	0	Training	2
P93015	P93015	0	Training	3
Q9VYD1	Q9VYD1	0	Training	4
Q86TP1	Q86TP1	0	Training	0
Q38895	Q38895	0	Training	1
Q62908	Q62908	0	Training	2
P38360	P38360	0	Training	3
Q9CA42	Q9CA42	0	Training	4
P02240	P02240	0	Training	0
P0DOW4	P0DOW4	0	Training	1
Q96LW4	Q96LW4	0	Training	2
Q810W7	Q810W7	0	Training	3
Q9S7D1	Q9S7D1	0	Training	4
P25626	P25626	0	Training	0
P09077	P09077	0	Training	1
P53140	P53140	0	Training	2
Q1HG43	Q1HG43	0	Training	3
Q948R9	Q948R9	0	Training	4
Q9JMC2	Q9JMC2	0	Training	0
Q9BRJ2	Q9BRJ2	0	Training	1
Q944N1	Q944N1	0	Training	2
P28347	P28347	0	Training	3
Q84VX3	Q84VX3	0	Training	4
Q6ZLB0	Q6ZLB0	0	Training	0
Q02336	Q02336	0	Training	1
Q9C0C6	Q9C0C6	0	Training	2
P40576	P40576	0	Training	3
P70670	P70670	0	Training	4
Q06505	Q06505	0	Training	0
Q9VLP7	Q9VLP7	0	Training	1
Q8VZD4	Q8VZD4	0	Training	2
Q61827	Q61827	0	Training	3
Q54T86	Q54T86	0	Training	4
Q8IU81	Q8IU81	0	Training	0
Q04052	Q04052	0	Training	1
Q8WWM7	Q8WWM7	0	Training	2
A6H8H2	A6H8H2	0	Training	3
Q6ZSZ5	Q6ZSZ5	0	Training	4
P53259	P53259	0	Training	0
Q6PIZ9	Q6PIZ9	0	Training	1
P40202	P40202	0	Training	2
Q1G3K8	Q1G3K8	0	Training	3
B9DHT4	B9DHT4	0	Training	4
P09457	P09457	0	Training	0
A0A509AER3	A0A509AER3	0	Training	1
Q9H9Q4	Q9H9Q4	0	Training	2
A0A0K3AR81	A0A0K3AR81	0	Training	3
Q7Z7C8	Q7Z7C8	0	Training	4
Q6PP77	Q6PP77	0	Training	0
Q9UQ35	Q9UQ35	0	Training	1
E9Q4F7	E9Q4F7	0	Training	2
Q9H4Q4	Q9H4Q4	0	Training	3
Q8BH07	Q8BH07	0	Training	4
Q6P4Q7	Q6P4Q7	0	Training	0
Q9D842	Q9D842	0	Training	1
Q9Y603	Q9Y603	0	Training	2
Q05123	Q05123	0	Training	3
Q9LMR3	Q9LMR3	0	Training	4
P08740	P08740	0	Training	0
Q5Z807	Q5Z807	0	Training	1
Q7K3L1	Q7K3L1	0	Training	2
P30999	P30999	0	Training	3
P18409	P18409	0	Training	4
Q80SY4	Q80SY4	0	Training	0
P02730	P02730	0	Training	1
Q9Y6F1	Q9Y6F1	0	Training	2
P52656	P52656	0	Training	3
Q63768	Q63768	0	Training	4
Q9UDR5	Q9UDR5	0	Training	0
P31376	P31376	0	Training	1
P06785	P06785	0	Training	2
Q12418	Q12418	0	Training	3
Q08818	Q08818	0	Training	4
Q9SRT0	Q9SRT0	0	Training	0
P41930	P41930	0	Training	1
Q9H7L9	Q9H7L9	0	Training	2
P06841	P06841	0	Training	3
Q5EAF2	Q5EAF2	0	Training	4
Q99990	Q99990	0	Training	0
F7VJQ1	F7VJQ1	0	Training	1
Q8S948	Q8S948	0	Training	2
P23508	P23508	0	Training	3
