Q12396	Accession	Label	Set	CV_Fold	O74740
	Q9NRY2	0	Training	3	Q9NRY2
	O74374	0	Training	4	O74374
	P46951	0	Training	0	P46951
	P52172	0	Training	1	P52172
	P03872	0	Training	2	P03872
	Q9Y6K5	0	Training	3	Q9Y6K5
	Q12277	0	Training	4	Q12277
	Q15233	0	Training	0	Q15233
	Q08B36	0	Training	1	Q08B36
	P83456	0	Training	2	P83456
	Q8LGJ5	0	Training	3	Q8LGJ5
	Q7ZT47	0	Training	4	Q7ZT47
	Q84W56	0	Training	0	Q84W56
	Q8K330	0	Training	1	Q8K330
	P52890	0	Training	2	P52890
	Q9R061	0	Training	3	Q9R061
	Q8GZA8	0	Training	4	Q8GZA8
	Q7KMJ6	0	Training	0	Q7KMJ6
	Q5H943	0	Training	1	Q5H943
	P51587	0	Training	2	P51587
	Q6T938	0	Training	3	Q6T938
	Q9LQK7	0	Training	4	Q9LQK7
	Q3MV14	0	Training	0	Q3MV14
	Q20024	0	Training	1	Q20024
	Q08287	0	Training	2	Q08287
	Q9UIG0	0	Training	3	Q9UIG0
	P36516	0	Training	4	P36516
	Q0WX00	0	Training	0	Q0WX00
	P36532	0	Training	1	P36532
	Q3URK3	0	Training	2	Q3URK3
	Q8N165	0	Training	3	Q8N165
	Q6W0C5	0	Training	4	Q6W0C5
	Q8MLV1	0	Training	0	Q8MLV1
	Q9H5U6	0	Training	1	Q9H5U6
	P23615	0	Training	2	P23615
	A0A2R8VHF7	0	Training	3	A0A2R8VHF7
	Q54TN2	0	Training	4	Q54TN2
	G4LTX4	0	Training	0	G4LTX4
	Q9H227	0	Training	1	Q9H227
	Q9ULX3	0	Training	2	Q9ULX3
	Q38893	0	Training	3	Q38893
	Q80WJ1	0	Training	4	Q80WJ1
	Q03385	0	Training	0	Q03385
	P32347	0	Training	1	P32347
	Q39129	0	Training	2	Q39129
	Q9USP9	0	Training	3	Q9USP9
	Q9FYB5	0	Training	4	Q9FYB5
	Q8BT35	0	Training	0	Q8BT35
	P07390	0	Training	1	P07390
	Q9C000	0	Training	2	Q9C000
	Q3KP66	0	Training	3	Q3KP66
	Q9Y508	0	Training	4	Q9Y508
	Q63HN8	0	Training	0	Q63HN8
	P82869	0	Training	1	P82869
	Q9UKV3	0	Training	2	Q9UKV3
	Q9BY77	0	Training	3	Q9BY77
	P38687	0	Training	4	P38687
	Q80YF9	0	Training	0	Q80YF9
	Q03433	0	Training	1	Q03433
	P49792	0	Training	2	P49792
	O74792	0	Training	3	O74792
	Q8WYK0	0	Training	4	Q8WYK0
	P09959	0	Training	0	P09959
	P11978	0	Training	1	P11978
	Q8WXX5	0	Training	2	Q8WXX5
	Q94BS2	0	Training	3	Q94BS2
	A1ZAW0	0	Training	4	A1ZAW0
	P15919	0	Training	0	P15919
	O17286	0	Training	1	O17286
	Q1K6Q3	0	Training	2	Q1K6Q3
	Q9STS7	0	Training	3	Q9STS7
	Q9P797	0	Training	4	Q9P797
	Q9U213	0	Training	0	Q9U213
	G5EFQ5	0	Training	1	G5EFQ5
	Q99M04	0	Training	2	Q99M04
	P38771	0	Training	3	P38771
	Q9CQT7	0	Training	4	Q9CQT7
	Q5I0X4	0	Training	0	Q5I0X4
	P07261	0	Training	1	P07261
	P78563	0	Training	2	P78563
	A1A6M1	0	Training	3	A1A6M1
	Q5SU73	0	Training	4	Q5SU73
	Q9UI30	0	Training	0	Q9UI30
	Q86WA8	0	Training	1	Q86WA8
	P40154	0	Training	2	P40154
	O94826	0	Training	3	O94826
	Q9VRP5	0	Training	4	Q9VRP5
	Q92917	0	Training	0	Q92917
	Q8GYU3	0	Training	1	Q8GYU3
	Q06683	0	Training	2	Q06683
	Q9Z2N6	0	Training	3	Q9Z2N6
	O62203	0	Training	4	O62203
	Q12349	0	Training	0	Q12349
	P38319	0	Training	1	P38319
	Q00453	0	Training	2	Q00453
	P53297	0	Training	3	P53297
	Q8VCF0	0	Training	4	Q8VCF0
	Q9USY4	0	Training	0	Q9USY4
	Q9H6D3	0	Training	1	Q9H6D3
	Q920G9	0	Training	2	Q920G9
	P82924	0	Training	3	P82924
	O74517	0	Training	4	O74517
	C4QM85	0	Training	0	C4QM85
	Q9SJX7	0	Training	1	Q9SJX7
	Q6ZT62	0	Training	2	Q6ZT62
	O88466	0	Training	3	O88466
	A0A386CAB9	0	Training	4	A0A386CAB9
	Q5AL36	0	Training	0	Q5AL36
	Q7SA60	0	Training	1	Q7SA60
	Q9W4S7	0	Training	2	Q9W4S7
	Q9SU56	0	Training	3	Q9SU56
	Q38834	0	Training	4	Q38834
	J9VI03	0	Training	0	J9VI03
	Q06344	0	Training	1	Q06344
	Q9VBB3	0	Training	2	Q9VBB3
	Q9CQY9	0	Training	3	Q9CQY9
	Q6ZTU2	0	Training	4	Q6ZTU2
	Q6PE84	0	Training	0	Q6PE84
	P35228	0	Training	1	P35228
	P45974	0	Training	2	P45974
	P53260	0	Training	3	P53260
	P83214	0	Training	4	P83214
	P32336	0	Training	0	P32336
	P09798	0	Training	1	P09798
	Q9SE43	0	Training	2	Q9SE43
	Q04613	0	Training	3	Q04613
	O82392	0	Training	4	O82392
	Q13487	0	Training	0	Q13487
	Q99177	0	Training	1	Q99177
	Q6NVF4	0	Training	2	Q6NVF4
	O49660	0	Training	3	O49660
	Q62769	0	Training	4	Q62769
	H9JBU5	0	Training	0	H9JBU5
	Q967U1	0	Training	1	Q967U1
	P53136	0	Training	2	P53136
	P70423	0	Training	3	P70423
	Q06632	0	Training	4	Q06632
	Q8TEK3	0	Training	0	Q8TEK3
	Q8N140	0	Training	1	Q8N140
	Q9NP98	0	Training	2	Q9NP98
	P40387	0	Training	3	P40387
	Q12020	0	Training	4	Q12020
	O94428	0	Training	0	O94428
	P47041	0	Training	1	P47041
	Q96WW2	0	Training	2	Q96WW2
	P82192	0	Training	3	P82192
	Q6XP49	0	Training	4	Q6XP49
	Q9UN81	0	Training	0	Q9UN81
	Q23973	0	Training	1	Q23973
	Q07540	0	Training	2	Q07540
	Q90941	0	Training	3	Q90941
	Q9VNS0	0	Training	4	Q9VNS0
	O18017	0	Training	0	O18017
	Q93ZF6	0	Training	1	Q93ZF6
	Q5FWH3	0	Training	2	Q5FWH3
	Q8TEA8	0	Training	3	Q8TEA8
	Q8NFU0	0	Training	4	Q8NFU0
	P53114	0	Training	0	P53114
	Q9ERG0	0	Training	1	Q9ERG0
	Q03338	0	Training	2	Q03338
	A0A1D8PRB7	0	Training	3	A0A1D8PRB7
	O95630	0	Training	4	O95630
	P82920	0	Training	0	P82920
	Q8LGD5	0	Training	1	Q8LGD5
	B7Z0X7	0	Training	2	B7Z0X7
	Q20060	0	Training	3	Q20060
	P16622	0	Training	4	P16622
	Q9VUF8	0	Training	0	Q9VUF8
	P34223	0	Training	1	P34223
	Q06162	0	Training	2	Q06162
	Q84JG2	0	Training	3	Q84JG2
	F4I902	0	Training	4	F4I902
	Q9UPV0	0	Training	0	Q9UPV0
	Q9JKX3	0	Training	1	Q9JKX3
	A0A1D6IEG9	0	Training	2	A0A1D6IEG9
	Q06639	0	Training	3	Q06639
	Q8WXG6	0	Training	4	Q8WXG6
	P82979	0	Training	0	P82979
	Q9H190	0	Training	1	Q9H190
	P51577	0	Training	2	P51577
	P53850	0	Training	3	P53850
	Q05930	0	Training	4	Q05930
	Q5SSJ5	0	Training	0	Q5SSJ5
	Q940L4	0	Training	1	Q940L4
	P16451	0	Training	2	P16451
	Q9LPZ4	0	Training	3	Q9LPZ4
	P38996	0	Training	4	P38996
	Q8L6Z4	0	Training	0	Q8L6Z4
	Q4ADV7	0	Training	1	Q4ADV7
	Q12184	0	Training	2	Q12184
	Q9FFS4	0	Training	3	Q9FFS4
	P34225	0	Training	4	P34225
	Q84K35	0	Training	0	Q84K35
	Q580X6	0	Training	1	Q580X6
	P35790	0	Training	2	P35790
	P31115	0	Training	3	P31115
	Q9DBR0	0	Training	4	Q9DBR0
	Q8WXD5	0	Training	0	Q8WXD5
	Q99733	0	Training	1	Q99733
	Q03770	0	Training	2	Q03770
	Q13901	0	Training	3	Q13901
	P53725	0	Training	4	P53725
	Q1ZXQ0	0	Training	0	Q1ZXQ0
	P09596	0	Training	1	P09596
	P09597	0	Training	2	P09597
	Q8IWZ4	0	Training	3	Q8IWZ4
	Q0JEB7	0	Training	4	Q0JEB7
	P53127	0	Training	0	P53127
	P50874	0	Training	1	P50874
	Q6YUS3	0	Training	2	Q6YUS3
	Q84JF5	0	Training	3	Q84JF5
	Q8WWM9	0	Training	4	Q8WWM9
	P40897	0	Training	0	P40897
	P53921	0	Training	1	P53921
	O94704	0	Training	2	O94704
	Q96LT9	0	Training	3	Q96LT9
	Q09142	0	Training	4	Q09142
	Q21209	0	Training	0	Q21209
	F4KH86	0	Training	1	F4KH86
	P03898	0	Training	2	P03898
	Q5ZEF1	0	Training	3	Q5ZEF1
	Q12497	0	Training	4	Q12497
	Q9ZV24	0	Training	0	Q9ZV24
	Q12166	0	Training	1	Q12166
	Q5AP80	0	Training	2	Q5AP80
	Q8IM30	0	Training	3	Q8IM30
	P03911	0	Training	4	P03911
	Q12040	0	Training	0	Q12040
	Q71SY5	0	Training	1	Q71SY5
	Q96T21	0	Training	2	Q96T21
	P25348	0	Training	3	P25348
	Q92349	0	Training	4	Q92349
	Q8H1U5	0	Training	0	Q8H1U5
	O49292	0	Training	1	O49292
	Q9Y3S1	0	Training	2	Q9Y3S1
	Q3SYG4	0	Training	3	Q3SYG4
	Q5EU90	0	Training	4	Q5EU90
	P22035	0	Training	0	P22035
	O94522	0	Training	1	O94522
	Q86TB9	0	Training	2	Q86TB9
	Q9H0Z9	0	Training	3	Q9H0Z9
	Q9NYV6	0	Training	4	Q9NYV6
	Q6PI26	0	Training	0	Q6PI26
	Q9H7Z3	0	Training	1	Q9H7Z3
	Q9M9Y4	0	Training	2	Q9M9Y4
	Q94JY0	0	Training	3	Q94JY0
	Q06405	0	Training	4	Q06405
	Q94A41	0	Training	0	Q94A41
	Q9BPX3	0	Training	1	Q9BPX3
	Q9LXI8	0	Training	2	Q9LXI8
	Q9CAF4	0	Training	3	Q9CAF4
	Q91XU0	0	Training	4	Q91XU0
	P49677	0	Training	0	P49677
	Q99MR6	0	Training	1	Q99MR6
	Q9P2H5	0	Training	2	Q9P2H5
	Q4WSD1	0	Training	3	Q4WSD1
	Q08062	0	Training	4	Q08062
	Q9JKY0	0	Training	0	Q9JKY0
	P67870	0	Training	1	P67870
	Q9LEZ1	0	Training	2	Q9LEZ1
	P25583	0	Training	3	P25583
	Q64MA3	0	Training	4	Q64MA3
	Q8BY35	0	Training	0	Q8BY35
	Q1K7L7	0	Training	1	Q1K7L7
	Q9W1R4	0	Training	2	Q9W1R4
	P29617	0	Training	3	P29617
	Q9C7I5	0	Training	4	Q9C7I5
	Q12247	0	Training	0	Q12247
	P32773	0	Training	1	P32773
	Q12094	0	Training	2	Q12094
	P17987	0	Training	3	P17987
	D3KY99	0	Training	4	D3KY99
	Q24174	0	Training	0	Q24174
	P27705	0	Training	1	P27705
	Q9FNC7	0	Training	2	Q9FNC7
	P40167	0	Training	3	P40167
	O74511	0	Training	4	O74511
	P34341	0	Training	0	P34341
	Q8VDS3	0	Training	1	Q8VDS3
	P60709	0	Training	2	P60709
	O65370	0	Training	3	O65370
	Q945K7	0	Training	4	Q945K7
	P19735	0	Training	0	P19735
	P21675	0	Training	1	P21675
	Q15022	0	Training	2	Q15022
	Q64442	0	Training	3	Q64442
	P41698	0	Training	4	P41698
	Q62315	0	Training	0	Q62315
	Q9Y315	0	Training	1	Q9Y315
	P40688	0	Training	2	P40688
	P53327	0	Training	3	P53327
	G5EED4	0	Training	4	G5EED4
	P22289	0	Training	0	P22289
	Q92546	0	Training	1	Q92546
	O13911	0	Training	2	O13911
	P40060	0	Training	3	P40060
	A0A2K3DZC4	0	Training	4	A0A2K3DZC4
	Q8S4F6	0	Training	0	Q8S4F6
	Q8IRB5	0	Training	1	Q8IRB5
	Q10SU5	0	Training	2	Q10SU5
	Q9VT04	0	Training	3	Q9VT04
	P06602	0	Training	4	P06602
	Q8R3K3	0	Training	0	Q8R3K3
	Q9CA67	0	Training	1	Q9CA67
	P14064	0	Training	2	P14064
	Q6SKR5	0	Training	3	Q6SKR5
	G5EGK6	0	Training	4	G5EGK6
	Q3E764	0	Training	0	Q3E764
	Q06892	0	Training	1	Q06892
	P40554	0	Training	2	P40554
	Q8TC90	0	Training	3	Q8TC90
	Q7JM44	0	Training	4	Q7JM44
	U9W8F2	0	Training	0	U9W8F2
	Q9VZM7	0	Training	1	Q9VZM7
	Q04199	0	Training	2	Q04199
	Q6A028	0	Training	3	Q6A028
	Q01329	0	Training	4	Q01329
	Q13315	0	Training	0	Q13315
	Q9FKP4	0	Training	1	Q9FKP4
	Q9LR64	0	Training	2	Q9LR64
	Q6KCD5	0	Training	3	Q6KCD5
	Q9BZJ8	0	Training	4	Q9BZJ8
	Q23238	0	Training	0	Q23238
	Q9LJ97	0	Training	1	Q9LJ97
	Q00873	0	Training	2	Q00873
	Q19972	0	Training	3	Q19972
	A0A7P0TBJ1	0	Training	4	A0A7P0TBJ1
	P46014	0	Training	0	P46014
	P32790	0	Training	1	P32790
	O14388	0	Training	2	O14388
	G5EC32	0	Training	3	G5EC32
	O77264	0	Training	4	O77264
	P36523	0	Training	0	P36523
	Q9VV74	0	Training	1	Q9VV74
	Q38998	0	Training	2	Q38998
	Q9FE46	0	Training	3	Q9FE46
	Q9Y2R0	0	Training	4	Q9Y2R0
	P0DKH5	0	Training	0	P0DKH5
	Q24322	0	Training	1	Q24322
	A0A143ZZK9	0	Training	2	A0A143ZZK9
	Q10198	0	Training	3	Q10198
	Q94B35	0	Training	4	Q94B35
	Q86W42	0	Training	0	Q86W42
	P87169	0	Training	1	P87169
	O74356	0	Training	2	O74356
	Q8LFH5	0	Training	3	Q8LFH5
	Q9VKB9	0	Training	4	Q9VKB9
	P03920	0	Training	0	P03920
	Q7Y0F6	0	Training	1	Q7Y0F6
	Q9FKQ7	0	Training	2	Q9FKQ7
	P38127	0	Training	3	P38127
	F4IDJ0	0	Training	4	F4IDJ0
	Q1K730	0	Training	0	Q1K730
	P24473	0	Training	1	P24473
	Q9CPQ8	0	Training	2	Q9CPQ8
	Q9H5Q4	0	Training	3	Q9H5Q4
	Q96MT3	0	Training	4	Q96MT3
	Q9CQ75	0	Training	0	Q9CQ75
	Q8N5C6	0	Training	1	Q8N5C6
	P38175	0	Training	2	P38175
	Q8TEW0	0	Training	3	Q8TEW0
	Q9VGE2	0	Training	4	Q9VGE2
	Q9NYY8	0	Training	0	Q9NYY8
	O44783	0	Training	1	O44783
	Q505B8	0	Training	2	Q505B8
	Q02614	0	Training	3	Q02614
	Q9FPW4	0	Training	4	Q9FPW4
	Q9H1J1	0	Training	0	Q9H1J1
	Q8TAE8	0	Training	1	Q8TAE8
	Q9C5S1	0	Training	2	Q9C5S1
	O13807	0	Training	3	O13807
	Q12788	0	Training	4	Q12788
	A0A7J6K629	0	Training	0	A0A7J6K629
	Q99P21	0	Training	1	Q99P21
	Q80UF9	0	Training	2	Q80UF9
	Q05043	0	Training	3	Q05043
	Q96NE9	0	Training	4	Q96NE9
	Q9M022	0	Training	0	Q9M022
	Q96BY6	0	Training	1	Q96BY6
	P24309	0	Training	2	P24309
	Q6P2C8	0	Training	3	Q6P2C8
	Q86WR6	0	Training	4	Q86WR6
	Q923Q2	0	Training	0	Q923Q2
	Q9NPJ4	0	Training	1	Q9NPJ4
	P00522	0	Training	2	P00522
	Q9C7A2	0	Training	3	Q9C7A2
	Q9H0W9	0	Training	4	Q9H0W9
	O14423	0	Training	0	O14423
	O82286	0	Training	1	O82286
	Q6NUA1	0	Training	2	Q6NUA1
	P50749	0	Training	3	P50749
	P28661	0	Training	4	P28661
	Q9H8W5	0	Training	0	Q9H8W5
	O35484	0	Training	1	O35484
	P43605	0	Training	2	P43605
	P38137	0	Training	3	P38137
	B7WN96	0	Training	4	B7WN96
	Q5BJZ6	0	Training	0	Q5BJZ6
	O94740	0	Training	1	O94740
	P34253	0	Training	2	P34253
	Q8VYJ1	0	Training	3	Q8VYJ1
	Q5N829	0	Training	4	Q5N829
	Q9BU61	0	Training	0	Q9BU61
	P0CY10	0	Training	1	P0CY10
	O75695	0	Training	2	O75695
	Q9FK13	0	Training	3	Q9FK13
	Q02888	0	Training	4	Q02888
	P36531	0	Training	0	P36531
	Q8VIH1	0	Training	1	Q8VIH1
	Q9V727	0	Training	2	Q9V727
	Q9V9W8	0	Training	3	Q9V9W8
	Q10Q07	0	Training	4	Q10Q07
	Q9VVV9	0	Training	0	Q9VVV9
	Q80ZG2	0	Training	1	Q80ZG2
	Q03862	0	Training	2	Q03862
	Q6P1X5	0	Training	3	Q6P1X5
	O95503	0	Training	4	O95503
	P0DYC3	0	Training	0	P0DYC3
	Q9Y2Q9	0	Training	1	Q9Y2Q9
	Q32SG5	0	Training	2	Q32SG5
	O74469	0	Training	3	O74469
	P32451	0	Training	4	P32451
	Q9BSD3	0	Training	0	Q9BSD3
	O59744	0	Training	1	O59744
	Q9HBL7	0	Training	2	Q9HBL7
	P08679	0	Training	3	P08679
	O49937	0	Training	4	O49937
	Q8IVI9	0	Training	0	Q8IVI9
	Q9MBA1	0	Training	1	Q9MBA1
	Q9XIP2	0	Training	2	Q9XIP2
	P40368	0	Training	3	P40368
	P36088	0	Training	4	P36088
	P47108	0	Training	0	P47108
	P53150	0	Training	1	P53150
	Q01663	0	Training	2	Q01663
	Q9SEE9	0	Training	3	Q9SEE9
	P38804	0	Training	4	P38804
	Q12143	0	Training	0	Q12143
	Q9LTW4	0	Training	1	Q9LTW4
	Q8LDL0	0	Training	2	Q8LDL0
	Q02890	0	Training	3	Q02890
	Q9VPM5	0	Training	4	Q9VPM5
	O74388	0	Training	0	O74388
	P36094	0	Training	1	P36094
	Q9VMA3	0	Training	2	Q9VMA3
	Q56A73	0	Training	3	Q56A73
	Q03305	0	Training	4	Q03305
	Q05958	0	Training	0	Q05958
	P52901	0	Training	1	P52901
	O17386	0	Training	2	O17386
	Q9VPH8	0	Training	3	Q9VPH8
	Q03213	0	Training	4	Q03213
	Q93015	0	Training	0	Q93015
	F4K687	0	Training	1	F4K687
	P53692	0	Training	2	P53692
	Q6VMQ6	0	Training	3	Q6VMQ6
	Q8CCG4	0	Training	4	Q8CCG4
	P38880	0	Training	0	P38880
	P22138	0	Training	1	P22138
	Q9N658	0	Training	2	Q9N658
	O74458	0	Training	3	O74458
	P51959	0	Training	4	P51959
	A0A509AFM3	0	Training	0	A0A509AFM3
	P35192	0	Training	1	P35192
	P46655	0	Training	2	P46655
	Q3URS9	0	Training	3	Q3URS9
	Q9ESK9	0	Training	4	Q9ESK9
	P19474	0	Training	0	P19474
	Q09838	0	Training	1	Q09838
	O22793	0	Training	2	O22793
	Q8WUU5	0	Training	3	Q8WUU5
	P16467	0	Training	4	P16467
	P23368	0	Training	0	P23368
	Q10665	0	Training	1	Q10665
	O70405	0	Training	2	O70405
	P38889	0	Training	3	P38889
	Q12188	0	Training	4	Q12188
	Q8VZE7	0	Training	0	Q8VZE7
	Q9LLC1	0	Training	1	Q9LLC1
	Q07953	0	Training	2	Q07953
	P38110	0	Training	3	P38110
	Q3UZ39	0	Training	4	Q3UZ39
	P06894	0	Training	0	P06894
	P59540	0	Training	1	P59540
	O43299	0	Training	2	O43299
	O13936	0	Training	3	O13936
	P53207	0	Training	4	P53207
	Q9UKT7	0	Training	0	Q9UKT7
	Q8BVN3	0	Training	1	Q8BVN3
	Q12343	0	Training	2	Q12343
	Q00757	0	Training	3	Q00757
	P20436	0	Training	4	P20436
	Q9WU12	0	Training	0	Q9WU12
	P09017	0	Training	1	P09017
	Q12887	0	Training	2	Q12887
	Q9VWF2	0	Training	3	Q9VWF2
	Q02100	0	Training	4	Q02100
	Q9HAV4	0	Training	0	Q9HAV4
	Q61234	0	Training	1	Q61234
	P25573	0	Training	2	P25573
	Q12354	0	Training	3	Q12354
	F4KAV2	0	Training	4	F4KAV2
	Q9ZQZ6	0	Training	0	Q9ZQZ6
	Q9Y6H6	0	Training	1	Q9Y6H6
	A2RTF1	0	Training	2	A2RTF1
	P62249	0	Training	3	P62249
	Q9Y802	0	Training	4	Q9Y802
	B5KM66	0	Training	0	B5KM66
	Q8VIM4	0	Training	1	Q8VIM4
	O13683	0	Training	2	O13683
	P47802	0	Training	3	P47802
	Q19AV6	0	Training	4	Q19AV6
	Q02783	0	Training	0	Q02783
	P40073	0	Training	1	P40073
	Q86WR0	0	Training	2	Q86WR0
	Q9P804	0	Training	3	Q9P804
	Q6Q5X2	0	Training	4	Q6Q5X2
	P98083	0	Training	0	P98083
	Q12359	0	Training	1	Q12359
	O14730	0	Training	2	O14730
	P06007	0	Training	3	P06007
	Q5H9S7	0	Training	4	Q5H9S7
	Q9VMD6	0	Training	0	Q9VMD6
	Q91XJ0	0	Training	1	Q91XJ0
	O23174	0	Training	2	O23174
	Q95749	0	Training	3	Q95749
	P47084	0	Training	4	P47084
	Q9BZE1	0	Training	0	Q9BZE1
	Q9R085	0	Training	1	Q9R085
	A0A1D8PJ01	0	Training	2	A0A1D8PJ01
	O22161	0	Training	3	O22161
	Q5D869	0	Training	4	Q5D869
	P04053	0	Training	0	P04053
	Q10290	0	Training	1	Q10290
	P04840	0	Training	2	P04840
	O74895	0	Training	3	O74895
	Q9ZQ19	0	Training	4	Q9ZQ19
	O02326	0	Training	0	O02326
	P53983	0	Training	1	P53983
	Q9JJN6	0	Training	2	Q9JJN6
	Q8R151	0	Training	3	Q8R151
	P70278	0	Training	4	P70278
	O14368	0	Training	0	O14368
	Q8NCE0	0	Training	1	Q8NCE0
	Q8GXR9	0	Training	2	Q8GXR9
	Q9ERS2	0	Training	3	Q9ERS2
	Q149M9	0	Training	4	Q149M9
	Q9ERV1	0	Training	0	Q9ERV1
	P19824	0	Training	1	P19824
	Q9HAB3	0	Training	2	Q9HAB3
	Q9C7G6	0	Training	3	Q9C7G6
	Q9UIA0	0	Training	4	Q9UIA0
	P34418	0	Training	0	P34418
	Q9BWW7	0	Training	1	Q9BWW7
	Q6A037	0	Training	2	Q6A037
	O36030	0	Training	3	O36030
	Q8NHY2	0	Training	4	Q8NHY2
	Q08932	0	Training	0	Q08932
	P62483	0	Training	1	P62483
	P53507	0	Training	2	P53507
	O24629	0	Training	3	O24629
	P52654	0	Training	4	P52654
	F4KFT7	0	Training	0	F4KFT7
	Q86TL0	0	Training	1	Q86TL0
	Q8IYW5	0	Training	2	Q8IYW5
	P49588	0	Training	3	P49588
	P09119	0	Training	4	P09119
	Q9USY8	0	Training	0	Q9USY8
	Q9UTT2	0	Training	1	Q9UTT2
	Q9QZM5	0	Training	2	Q9QZM5
	Q07807	0	Training	3	Q07807
	A0A0D1CRD0	0	Training	4	A0A0D1CRD0
	Q06682	0	Training	0	Q06682
	Q9GZR1	0	Training	1	Q9GZR1
	Q96HA7	0	Training	2	Q96HA7
	Q04675	0	Training	3	Q04675
	Q12333	0	Training	4	Q12333
	Q76PC4	0	Training	0	Q76PC4
	Q3E823	0	Training	1	Q3E823
	P82352	0	Training	2	P82352
	P51530	0	Training	3	P51530
	Q9LSA9	0	Training	4	Q9LSA9
	Q4WGS5	0	Training	0	Q4WGS5
	P40014	0	Training	1	P40014
	Q05568	0	Training	2	Q05568
	Q6VN19	0	Training	3	Q6VN19
	Q5I0E9	0	Training	4	Q5I0E9
	J4UQC2	0	Training	0	J4UQC2
	P38170	0	Training	1	P38170
	Q13868	0	Training	2	Q13868
	O14329	0	Training	3	O14329
	Q9SU25	0	Training	4	Q9SU25
	Q09228	0	Training	0	Q09228
	O59748	0	Training	1	O59748
	P53264	0	Training	2	P53264
	Q9UBC0	0	Training	3	Q9UBC0
	P50091	0	Training	4	P50091
	P78953	0	Training	0	P78953
	Q86YA3	0	Training	1	Q86YA3
	A6NKF2	0	Training	2	A6NKF2
	Q39057	0	Training	3	Q39057
	O14174	0	Training	4	O14174
	Q504Q3	0	Training	0	Q504Q3
	Q810H6	0	Training	1	Q810H6
	Q9BZV1	0	Training	2	Q9BZV1
	O23310	0	Training	3	O23310
	E3Q1H1	0	Training	4	E3Q1H1
	Q6ZQN7	0	Training	0	Q6ZQN7
	Q12511	0	Training	1	Q12511
	O42250	0	Training	2	O42250
	Q5XKL5	0	Training	3	Q5XKL5
	Q8WV22	0	Training	4	Q8WV22
	Q9C5J3	0	Training	0	Q9C5J3
	P36093	0	Training	1	P36093
	C6TCZ5	0	Training	2	C6TCZ5
	Q7Z602	0	Training	3	Q7Z602
	Q99547	0	Training	4	Q99547
	Q60864	0	Training	0	Q60864
	P42948	0	Training	1	P42948
	P25457	0	Training	2	P25457
	Q4PSK3	0	Training	3	Q4PSK3
	Q10302	0	Training	4	Q10302
	O74880	0	Training	0	O74880
	O74418	0	Training	1	O74418
	G5ECG2	0	Training	2	G5ECG2
	P12904	0	Training	3	P12904
	Q9M0A5	0	Training	4	Q9M0A5
	P23610	0	Training	0	P23610
	Q69T99	0	Training	1	Q69T99
	Q8L8Z1	0	Training	2	Q8L8Z1
	Q8VEH6	0	Training	3	Q8VEH6
	P40061	0	Training	4	P40061
	Q8IVG5	0	Training	0	Q8IVG5
	P87310	0	Training	1	P87310
	P53255	0	Training	2	P53255
	Q6PCP7	0	Training	3	Q6PCP7
	Q53GS7	0	Training	4	Q53GS7
	B2RW88	0	Training	0	B2RW88
	Q32NR9	0	Training	1	Q32NR9
	Q7SAJ1	0	Training	2	Q7SAJ1
	Q9LK88	0	Training	3	Q9LK88
	Q03375	0	Training	4	Q03375
	Q96D98	0	Training	0	Q96D98
	O96693	0	Training	1	O96693
	Q91X44	0	Training	2	Q91X44
	Q9JJL0	0	Training	3	Q9JJL0
	Q9BXW9	0	Training	4	Q9BXW9
	O75607	0	Training	0	O75607
	P46062	0	Training	1	P46062
	Q22829	0	Training	2	Q22829
	P41223	0	Training	3	P41223
	Q96FF9	0	Training	4	Q96FF9
	P53267	0	Training	0	P53267
	Q9UKA1	0	Training	1	Q9UKA1
	Q9VPH0	0	Training	2	Q9VPH0
	Q1K8F6	0	Training	3	Q1K8F6
	P53102	0	Training	4	P53102
	Q9Y3E1	0	Training	0	Q9Y3E1
	O15304	0	Training	1	O15304
	P48237	0	Training	2	P48237
	Q9JMB1	0	Training	3	Q9JMB1
	Q8WVF1	0	Training	4	Q8WVF1
	Q9Y4R8	0	Training	0	Q9Y4R8
	Q9H668	0	Training	1	Q9H668
	Q12947	0	Training	2	Q12947
	F6TQD1	0	Training	3	F6TQD1
	Q8R2K4	0	Training	4	Q8R2K4
	Q9H0R1	0	Training	0	Q9H0R1
	Q9FJF4	0	Training	1	Q9FJF4
	Q9NYP3	0	Training	2	Q9NYP3
	Q9FJY5	0	Training	3	Q9FJY5
	P13631	0	Training	4	P13631
	Q9VX12	0	Training	0	Q9VX12
	Q8R2H7	0	Training	1	Q8R2H7
	P46435	0	Training	2	P46435
	D3YZI9	0	Training	3	D3YZI9
	O82279	0	Training	4	O82279
	Q16186	0	Training	0	Q16186
	P42526	0	Training	1	P42526
	P57080	0	Training	2	P57080
	Q58DZ9	0	Training	3	Q58DZ9
	C4QWS8	0	Training	4	C4QWS8
	A0A076FFM5	0	Training	0	A0A076FFM5
	P00856	0	Training	1	P00856
	Q6ZI01	0	Training	2	Q6ZI01
	Q19404	0	Training	3	Q19404
	Q1KPV0	0	Training	4	Q1KPV0
	Q940U6	0	Training	0	Q940U6
	Q969Z3	0	Training	1	Q969Z3
	P09211	0	Training	2	P09211
	Q9BZL1	0	Training	3	Q9BZL1
	Q7TN79	0	Training	4	Q7TN79
	Q9H079	0	Training	0	Q9H079
	Q91ZR5	0	Training	1	Q91ZR5
