Q12396	accession	Label	Set	CV_Fold	O74740	organism	kingdom	protein_length	cleavage_position	tm_helix_first_90
	Q9USY4	0	Training	0	Q9USY4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	527		False
	Q9H6D3	0	Training	1	Q9H6D3	Homo sapiens	Metazoa	395		True
	Q920G9	0	Training	2	Q920G9	Mus musculus	Metazoa	524		False
	P82924	0	Training	3	P82924	Bos taurus	Metazoa	435		False
	O74517	0	Training	4	O74517	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	278		False
	C4QM85	0	Training	0	C4QM85	Schistosoma mansoni	Metazoa	419		True
	Q9SJX7	0	Training	1	Q9SJX7	Arabidopsis thaliana	Plants	433		False
	Q6ZT62	0	Training	2	Q6ZT62	Homo sapiens	Metazoa	677		False
	O88466	0	Training	3	O88466	Mus musculus	Metazoa	1888		False
	A0A386CAB9	0	Training	4	A0A386CAB9	Danio rerio	Metazoa	1355		False
	Q5AL36	0	Training	0	Q5AL36	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	269		False
	Q7SA60	0	Training	1	Q7SA60	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	228		False
	Q9W4S7	0	Training	2	Q9W4S7	Drosophila melanogaster	Metazoa	717		False
	Q9SU56	0	Training	3	Q9SU56	Arabidopsis thaliana	Plants	610		True
	Q38834	0	Training	4	Q38834	Arabidopsis thaliana	Plants	852		False
	J9VI03	0	Training	0	J9VI03	Cryptococcus neoformans (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	2377		False
	Q06344	0	Training	1	Q06344	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	628		False
	Q9VBB3	0	Training	2	Q9VBB3	Drosophila melanogaster	Metazoa	328		False
	Q9CQY9	0	Training	3	Q9CQY9	Mus musculus	Metazoa	76		True
	Q6ZTU2	0	Training	4	Q6ZTU2	Homo sapiens	Metazoa	488		False
	Q6PE84	0	Training	0	Q6PE84	Mus musculus	Metazoa	287		True
	P35228	0	Training	1	P35228	Homo sapiens	Metazoa	1153		False
	P45974	0	Training	2	P45974	Homo sapiens	Metazoa	858		False
	P53260	0	Training	3	P53260	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	183		False
	P83214	0	Training	4	P83214	Octopus vulgaris	Metazoa	56		False
	P32336	0	Training	0	P32336	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	851		False
	P09798	0	Training	1	P09798	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	840		False
	Q9SE43	0	Training	2	Q9SE43	Arabidopsis thaliana	Plants	842		False
	Q04613	0	Training	3	Q04613	Arabidopsis thaliana	Plants	192		True
	O82392	0	Training	4	O82392	Arabidopsis thaliana	Plants	644		False
	Q13487	0	Training	0	Q13487	Homo sapiens	Metazoa	334		False
	Q99177	0	Training	1	Q99177	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	341		False
	Q6NVF4	0	Training	2	Q6NVF4	Mus musculus	Metazoa	1074		False
	O49660	0	Training	3	O49660	Arabidopsis thaliana	Plants	491		True
	Q62769	0	Training	4	Q62769	Rattus norvegicus	Metazoa	1622		False
	H9JBU5	0	Training	0	H9JBU5	Bombyx mori	Metazoa	157		True
	Q967U1	0	Training	1	Q967U1	Dictyostelium discoideum	Other	225		False
	P53136	0	Training	2	P53136	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	463		False
	P70423	0	Training	3	P70423	Mus musculus	Metazoa	618		True
	Q06632	0	Training	4	Q06632	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1357		False
	Q8TEK3	0	Training	0	Q8TEK3	Homo sapiens	Metazoa	1537		False
	Q8N140	0	Training	1	Q8N140	Homo sapiens	Metazoa	333		False
	Q9NP98	0	Training	2	Q9NP98	Homo sapiens	Metazoa	299		False
	P40387	0	Training	3	P40387	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	513		False
	Q12020	0	Training	4	Q12020	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	392		False
	O94428	0	Training	0	O94428	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	115		False
	P47041	0	Training	1	P47041	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	543		False
	Q96WW2	0	Training	2	Q96WW2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	383		False
	P82192	0	Training	3	P82192	Spinacia oleracea	Plants	258		False
	Q6XP49	0	Training	4	Q6XP49	Mus musculus	Metazoa	780		False
	Q9UN81	0	Training	0	Q9UN81	Homo sapiens	Metazoa	338		False
	Q23973	0	Training	1	Q23973	Drosophila melanogaster	Metazoa	217		False
	Q07540	0	Training	2	Q07540	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	174		False
	Q90941	0	Training	3	Q90941	Gallus gallus	Metazoa	1633		False
	Q9VNS0	0	Training	4	Q9VNS0	Drosophila melanogaster	Metazoa	459		False
	O18017	0	Training	0	O18017	Caenorhabditis elegans	Metazoa	988		False
	Q93ZF6	0	Training	1	Q93ZF6	Arabidopsis thaliana	Plants	153		False
	Q5FWH3	0	Training	2	Q5FWH3	Mus musculus	Metazoa	603		False
	Q8TEA8	0	Training	3	Q8TEA8	Homo sapiens	Metazoa	209		False
	Q8NFU0	0	Training	4	Q8NFU0	Homo sapiens	Metazoa	473		True
	P53114	0	Training	0	P53114	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1132		False
	Q9ERG0	0	Training	1	Q9ERG0	Mus musculus	Metazoa	753		False
	Q03338	0	Training	2	Q03338	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	469		False
	A0A1D8PRB7	0	Training	3	A0A1D8PRB7	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	1105		False
	O95630	0	Training	4	O95630	Homo sapiens	Metazoa	424		False
	P82920	0	Training	0	P82920	Bos taurus	Metazoa	87		False
	Q8LGD5	0	Training	1	Q8LGD5	Arabidopsis thaliana	Plants	222		False
	B7Z0X7	0	Training	2	B7Z0X7	Drosophila melanogaster	Metazoa	61		True
	Q20060	0	Training	3	Q20060	Caenorhabditis elegans	Metazoa	1549		False
	P16622	0	Training	4	P16622	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	393		False
	Q9VUF8	0	Training	0	Q9VUF8	Drosophila melanogaster	Metazoa	540		False
	P34223	0	Training	1	P34223	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	423		False
	Q06162	0	Training	2	Q06162	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	153		False
	Q84JG2	0	Training	3	Q84JG2	Arabidopsis thaliana	Plants	469		False
	F4I902	0	Training	4	F4I902	Arabidopsis thaliana	Plants	420		False
	Q9UPV0	0	Training	0	Q9UPV0	Homo sapiens	Metazoa	1460		False
	Q9JKX3	0	Training	1	Q9JKX3	Mus musculus	Metazoa	798		True
	A0A1D6IEG9	0	Training	2	A0A1D6IEG9	Zea mays	Plants	668		False
	Q06639	0	Training	3	Q06639	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	885		False
	Q8WXG6	0	Training	4	Q8WXG6	Homo sapiens	Metazoa	1647		False
	P82979	0	Training	0	P82979	Homo sapiens	Metazoa	210		False
	Q9H190	0	Training	1	Q9H190	Homo sapiens	Metazoa	292		False
	P51577	0	Training	2	P51577	Rattus norvegicus	Metazoa	388		True
	P53850	0	Training	3	P53850	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	401		False
	Q05930	0	Training	4	Q05930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	598		False
	Q5SSJ5	0	Training	0	Q5SSJ5	Homo sapiens	Metazoa	553		False
	Q940L4	0	Training	1	Q940L4	Arabidopsis thaliana	Plants	649		False
	P16451	0	Training	2	P16451	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	410		False
	Q9LPZ4	0	Training	3	Q9LPZ4	Arabidopsis thaliana	Plants	204		False
	P38996	0	Training	4	P38996	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	802		False
	Q8L6Z4	0	Training	0	Q8L6Z4	Arabidopsis thaliana	Plants	430		False
	Q4ADV7	0	Training	1	Q4ADV7	Homo sapiens	Metazoa	1423		False
	Q12184	0	Training	2	Q12184	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	172		False
	Q9FFS4	0	Training	3	Q9FFS4	Arabidopsis thaliana	Plants	101		False
	P34225	0	Training	4	P34225	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	687		False
	Q84K35	0	Training	0	Q84K35	Arabidopsis thaliana	Plants	330		False
	Q580X6	0	Training	1	Q580X6	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	928		False
	P35790	0	Training	2	P35790	Homo sapiens	Metazoa	457		False
	P31115	0	Training	3	P31115	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	442		False
	Q9DBR0	0	Training	4	Q9DBR0	Mus musculus	Metazoa	687		False
	Q8WXD5	0	Training	0	Q8WXD5	Homo sapiens	Metazoa	167		False
	Q99733	0	Training	1	Q99733	Homo sapiens	Metazoa	375		False
	Q03770	0	Training	2	Q03770	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	852		False
	Q13901	0	Training	3	Q13901	Homo sapiens	Metazoa	141		False
	P53725	0	Training	4	P53725	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	186		False
	Q1ZXQ0	0	Training	0	Q1ZXQ0	Dictyostelium discoideum	Other	1019		False
	P09596	0	Training	1	P09596	Spinacia oleracea	Plants	121		False
	P09597	0	Training	2	P09597	Spinacia oleracea	Plants	134		False
	Q8IWZ4	0	Training	3	Q8IWZ4	Homo sapiens	Metazoa	224		False
	Q0JEB7	0	Training	4	Q0JEB7	Oryza sativa subsp. japonica	Plants	310		False
	P53127	0	Training	0	P53127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1403		False
	P50874	0	Training	1	P50874	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	479		False
	Q6YUS3	0	Training	2	Q6YUS3	Oryza sativa subsp. japonica	Plants	552		False
	Q84JF5	0	Training	3	Q84JF5	Arabidopsis thaliana	Plants	483		False
	Q8WWM9	0	Training	4	Q8WWM9	Homo sapiens	Metazoa	190		False
	P40897	0	Training	0	P40897	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	799		False
	P53921	0	Training	1	P53921	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	115		False
	O94704	0	Training	2	O94704	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	168		False
	Q96LT9	0	Training	3	Q96LT9	Homo sapiens	Metazoa	517		False
	Q09142	0	Training	4	Q09142	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	499		False
	Q21209	0	Training	0	Q21209	Caenorhabditis elegans	Metazoa	702		False
	F4KH86	0	Training	1	F4KH86	Arabidopsis thaliana	Plants	400		False
	P03898	0	Training	2	P03898	Bos taurus	Metazoa	115		True
	Q5ZEF1	0	Training	3	Q5ZEF1	Oryza sativa subsp. japonica	Plants	127		False
	Q12497	0	Training	4	Q12497	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	93		False
	Q9ZV24	0	Training	0	Q9ZV24	Arabidopsis thaliana	Plants	148		True
	Q12166	0	Training	1	Q12166	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	604		False
	Q5AP80	0	Training	2	Q5AP80	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	785		False
	Q8IM30	0	Training	3	Q8IM30	Plasmodium falciparum (isolate 3D7)	Other	608		False
	P03911	0	Training	4	P03911	Mus musculus	Metazoa	459		True
	Q12040	0	Training	0	Q12040	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	230		False
	Q71SY5	0	Training	1	Q71SY5	Homo sapiens	Metazoa	747		False
	Q96T21	0	Training	2	Q96T21	Homo sapiens	Metazoa	854		False
	P25348	0	Training	3	P25348	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	183		False
	Q92349	0	Training	4	Q92349	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1318		False
	Q8H1U5	0	Training	0	Q8H1U5	Arabidopsis thaliana	Plants	865		False
	O49292	0	Training	1	O49292	Arabidopsis thaliana	Plants	260		False
	Q9Y3S1	0	Training	2	Q9Y3S1	Homo sapiens	Metazoa	2297		False
	Q3SYG4	0	Training	3	Q3SYG4	Homo sapiens	Metazoa	887		False
	Q5EU90	0	Training	4	Q5EU90	Euglena gracilis	Other	539		False
	P22035	0	Training	0	P22035	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	811		False
	O94522	0	Training	1	O94522	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	390		False
	Q86TB9	0	Training	2	Q86TB9	Homo sapiens	Metazoa	770		False
	Q9H0Z9	0	Training	3	Q9H0Z9	Homo sapiens	Metazoa	239		False
	Q9NYV6	0	Training	4	Q9NYV6	Homo sapiens	Metazoa	651		False
	Q6PI26	0	Training	0	Q6PI26	Homo sapiens	Metazoa	577		False
	Q9H7Z3	0	Training	1	Q9H7Z3	Homo sapiens	Metazoa	1164		False
	Q9M9Y4	0	Training	2	Q9M9Y4	Arabidopsis thaliana	Plants	421		False
	Q94JY0	0	Training	3	Q94JY0	Arabidopsis thaliana	Plants	330		False
	Q06405	0	Training	4	Q06405	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	101		False
	Q94A41	0	Training	0	Q94A41	Arabidopsis thaliana	Plants	887		False
	Q9BPX3	0	Training	1	Q9BPX3	Homo sapiens	Metazoa	1015		False
	Q9LXI8	0	Training	2	Q9LXI8	Arabidopsis thaliana	Plants	67		False
	Q9CAF4	0	Training	3	Q9CAF4	Arabidopsis thaliana	Plants	1309		False
	Q91XU0	0	Training	4	Q91XU0	Mus musculus	Metazoa	660		False
	P49677	0	Training	0	P49677	Arabidopsis thaliana	Plants	168		False
	Q99MR6	0	Training	1	Q99MR6	Mus musculus	Metazoa	875		False
	Q9P2H5	0	Training	2	Q9P2H5	Homo sapiens	Metazoa	1018		False
	Q4WSD1	0	Training	3	Q4WSD1	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	523		False
	Q08062	0	Training	4	Q08062	Zea mays	Plants	332		False
	Q9JKY0	0	Training	0	Q9JKY0	Mus musculus	Metazoa	299		False
	P67870	0	Training	1	P67870	Homo sapiens	Metazoa	215		False
	Q9LEZ1	0	Training	2	Q9LEZ1	Arabidopsis thaliana	Plants	144		False
	P25583	0	Training	3	P25583	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	335		False
	Q64MA3	0	Training	4	Q64MA3	Oryza sativa subsp. japonica	Plants	629		False
	Q8BY35	0	Training	0	Q8BY35	Mus musculus	Metazoa	655		False
	Q1K7L7	0	Training	1	Q1K7L7	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	219		False
	Q9W1R4	0	Training	2	Q9W1R4	Drosophila melanogaster	Metazoa	1395		False
	P29617	0	Training	3	P29617	Drosophila melanogaster	Metazoa	1703		False
	Q9C7I5	0	Training	4	Q9C7I5	Arabidopsis thaliana	Plants	189		False
	Q12247	0	Training	0	Q12247	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	151		False
	P32773	0	Training	1	P32773	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	286		False
	Q12094	0	Training	2	Q12094	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	313		False
	P17987	0	Training	3	P17987	Homo sapiens	Metazoa	556		False
	D3KY99	0	Training	4	D3KY99	Carapichea ipecacuanha	Plants	350		False
	Q24174	0	Training	0	Q24174	Drosophila melanogaster	Metazoa	904		False
	P27705	0	Training	1	P27705	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	504		False
	Q9FNC7	0	Training	2	Q9FNC7	Arabidopsis thaliana	Plants	717		False
	P40167	0	Training	3	P40167	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	298		False
	O74511	0	Training	4	O74511	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	838		False
	P34341	0	Training	0	P34341	Caenorhabditis elegans	Metazoa	821		False
	Q8VDS3	0	Training	1	Q8VDS3	Mus musculus	Metazoa	158		False
	P60709	0	Training	2	P60709	Homo sapiens	Metazoa	375		False
	O65370	0	Training	3	O65370	Arabidopsis thaliana	Plants	138		False
	Q945K7	0	Training	4	Q945K7	Arabidopsis thaliana	Plants	374		False
	P19735	0	Training	0	P19735	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	899		False
	P21675	0	Training	1	P21675	Homo sapiens	Metazoa	1893		False
	Q15022	0	Training	2	Q15022	Homo sapiens	Metazoa	739		False
	Q64442	0	Training	3	Q64442	Mus musculus	Metazoa	357		False
	P41698	0	Training	4	P41698	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	603		False
	Q62315	0	Training	0	Q62315	Mus musculus	Metazoa	1234		False
	Q9Y315	0	Training	1	Q9Y315	Homo sapiens	Metazoa	318		False
	P40688	0	Training	2	P40688	Drosophila melanogaster	Metazoa	548		False
	P53327	0	Training	3	P53327	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1967		False
	G5EED4	0	Training	4	G5EED4	Caenorhabditis elegans	Metazoa	655		False
	P22289	0	Training	0	P22289	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	66		True
	Q92546	0	Training	1	Q92546	Homo sapiens	Metazoa	391		False
	O13911	0	Training	2	O13911	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	408		False
	P40060	0	Training	3	P40060	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	125		False
	A0A2K3DZC4	0	Training	4	A0A2K3DZC4	Chlamydomonas reinhardtii	Plants	156		False
	Q8S4F6	0	Training	0	Q8S4F6	Arabidopsis thaliana	Plants	510		False
	Q8IRB5	0	Training	1	Q8IRB5	Drosophila melanogaster	Metazoa	1465		False
	Q10SU5	0	Training	2	Q10SU5	Oryza sativa subsp. japonica	Plants	598		False
	Q9VT04	0	Training	3	Q9VT04	Drosophila melanogaster	Metazoa	471		True
	P06602	0	Training	4	P06602	Drosophila melanogaster	Metazoa	376		False
	Q8R3K3	0	Training	0	Q8R3K3	Mus musculus	Metazoa	381		False
	Q9CA67	0	Training	1	Q9CA67	Arabidopsis thaliana	Plants	467		False
	P14064	0	Training	2	P14064	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	554		False
	Q6SKR5	0	Training	3	Q6SKR5	Xenopus laevis	Metazoa	228		False
	G5EGK6	0	Training	4	G5EGK6	Caenorhabditis elegans	Metazoa	2407		False
	Q3E764	0	Training	0	Q3E764	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	64		False
	Q06892	0	Training	1	Q06892	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	414		False
	P40554	0	Training	2	P40554	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	99		False
	Q8TC90	0	Training	3	Q8TC90	Homo sapiens	Metazoa	406		False
	Q7JM44	0	Training	4	Q7JM44	Caenorhabditis elegans	Metazoa	2242		False
	U9W8F2	0	Training	0	U9W8F2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	110		False
	Q9VZM7	0	Training	1	Q9VZM7	Drosophila melanogaster	Metazoa	631		False
	Q04199	0	Training	2	Q04199	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	468		False
	Q6A028	0	Training	3	Q6A028	Mus musculus	Metazoa	585		False
	Q01329	0	Training	4	Q01329	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	785		False
	Q13315	0	Training	0	Q13315	Homo sapiens	Metazoa	3056		False
	Q9FKP4	0	Training	1	Q9FKP4	Arabidopsis thaliana	Plants	1264		False
	Q9LR64	0	Training	2	Q9LR64	Arabidopsis thaliana	Plants	174		False
	Q6KCD5	0	Training	3	Q6KCD5	Mus musculus	Metazoa	2798		False
	Q9BZJ8	0	Training	4	Q9BZJ8	Homo sapiens	Metazoa	451		True
	Q23238	0	Training	0	Q23238	Caenorhabditis elegans	Metazoa	893		False
	Q9LJ97	0	Training	1	Q9LJ97	Arabidopsis thaliana	Plants	262		False
	Q00873	0	Training	2	Q00873	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	224		False
	Q19972	0	Training	3	Q19972	Caenorhabditis elegans	Metazoa	270		False
	A0A7P0TBJ1	0	Training	4	A0A7P0TBJ1	Homo sapiens	Metazoa	273		False
	P46014	0	Training	0	P46014	Arabidopsis thaliana	Plants	581		True
	P32790	0	Training	1	P32790	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1244		False
	O14388	0	Training	2	O14388	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	136		False
	G5EC32	0	Training	3	G5EC32	Caenorhabditis elegans	Metazoa	1005		False
	O77264	0	Training	4	O77264	Drosophila melanogaster	Metazoa	361		False
	P36523	0	Training	0	P36523	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	253		False
	Q9VV74	0	Training	1	Q9VV74	Drosophila melanogaster	Metazoa	226		False
	Q38998	0	Training	2	Q38998	Arabidopsis thaliana	Plants	857		True
	Q9FE46	0	Training	3	Q9FE46	Arabidopsis thaliana	Plants	214		False
	Q9Y2R0	0	Training	4	Q9Y2R0	Homo sapiens	Metazoa	106		True
	P0DKH5	0	Training	0	P0DKH5	Arabidopsis thaliana	Plants	1288		False
	Q24322	0	Training	1	Q24322	Drosophila melanogaster	Metazoa	899		True
	A0A143ZZK9	0	Training	2	A0A143ZZK9	Plasmodium falciparum (isolate 3D7)	Other	1264		False
	Q10198	0	Training	3	Q10198	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	624		False
	Q94B35	0	Training	4	Q94B35	Arabidopsis thaliana	Plants	466		False
	Q86W42	0	Training	0	Q86W42	Homo sapiens	Metazoa	341		False
	P87169	0	Training	1	P87169	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	676		False
	O74356	0	Training	2	O74356	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	585		False
	Q8LFH5	0	Training	3	Q8LFH5	Arabidopsis thaliana	Plants	239		True
	Q9VKB9	0	Training	4	Q9VKB9	Drosophila melanogaster	Metazoa	1341		False
	P03920	0	Training	0	P03920	Bos taurus	Metazoa	606		True
	Q7Y0F6	0	Training	1	Q7Y0F6	Oryza sativa subsp. japonica	Plants	247		False
	Q9FKQ7	0	Training	2	Q9FKQ7	Arabidopsis thaliana	Plants	150		False
	P38127	0	Training	3	P38127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	377		True
	F4IDJ0	0	Training	4	F4IDJ0	Arabidopsis thaliana	Plants	830		False
	Q1K730	0	Training	0	Q1K730	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	447		False
	P24473	0	Training	1	P24473	Rattus norvegicus	Metazoa	226		False
	Q9CPQ8	0	Training	2	Q9CPQ8	Mus musculus	Metazoa	103		False
	Q9H5Q4	0	Training	3	Q9H5Q4	Homo sapiens	Metazoa	396		False
	Q96MT3	0	Training	4	Q96MT3	Homo sapiens	Metazoa	831		False
	Q9CQ75	0	Training	0	Q9CQ75	Mus musculus	Metazoa	99		False
	Q8N5C6	0	Training	1	Q8N5C6	Homo sapiens	Metazoa	995		False
	P38175	0	Training	2	P38175	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	177		False
	Q8TEW0	0	Training	3	Q8TEW0	Homo sapiens	Metazoa	1356		False
	Q9VGE2	0	Training	4	Q9VGE2	Drosophila melanogaster	Metazoa	384		False
	Q9NYY8	0	Training	0	Q9NYY8	Homo sapiens	Metazoa	710		False
	O44783	0	Training	1	O44783	Drosophila melanogaster	Metazoa	589		False
	Q505B8	0	Training	2	Q505B8	Mus musculus	Metazoa	171		False
	Q02614	0	Training	3	Q02614	Mus musculus	Metazoa	308		False
	Q9FPW4	0	Training	4	Q9FPW4	Arabidopsis thaliana	Plants	614		False
	Q9H1J1	0	Training	0	Q9H1J1	Homo sapiens	Metazoa	476		False
	Q8TAE8	0	Training	1	Q8TAE8	Homo sapiens	Metazoa	222		False
	Q9C5S1	0	Training	2	Q9C5S1	Arabidopsis thaliana	Plants	784		False
	O13807	0	Training	3	O13807	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1072		False
	Q12788	0	Training	4	Q12788	Homo sapiens	Metazoa	808		False
	A0A7J6K629	0	Training	0	A0A7J6K629	Toxoplasma gondii	Other	547		True
	Q99P21	0	Training	1	Q99P21	Mus musculus	Metazoa	515		False
	Q80UF9	0	Training	2	Q80UF9	Mus musculus	Metazoa	577		True
	Q05043	0	Training	3	Q05043	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	376		False
	Q96NE9	0	Training	4	Q96NE9	Homo sapiens	Metazoa	622		False
	Q9M022	0	Training	0	Q9M022	Arabidopsis thaliana	Plants	242		False
	Q96BY6	0	Training	1	Q96BY6	Homo sapiens	Metazoa	2186		False
	P24309	0	Training	2	P24309	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	405		False
	Q6P2C8	0	Training	3	Q6P2C8	Homo sapiens	Metazoa	311		False
	Q86WR6	0	Training	4	Q86WR6	Homo sapiens	Metazoa	236		False
	Q923Q2	0	Training	0	Q923Q2	Mus musculus	Metazoa	1113		False
	Q9NPJ4	0	Training	1	Q9NPJ4	Homo sapiens	Metazoa	139		False
	P00522	0	Training	2	P00522	Drosophila melanogaster	Metazoa	1620		False
	Q9C7A2	0	Training	3	Q9C7A2	Arabidopsis thaliana	Plants	590		False
	Q9H0W9	0	Training	4	Q9H0W9	Homo sapiens	Metazoa	315		False
	O14423	0	Training	0	O14423	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	514		False
	O82286	0	Training	1	O82286	Arabidopsis thaliana	Plants	226		False
	Q6NUA1	0	Training	2	Q6NUA1	Xenopus laevis	Metazoa	633		False
	P50749	0	Training	3	P50749	Homo sapiens	Metazoa	326		False
	P28661	0	Training	4	P28661	Mus musculus	Metazoa	478		False
	Q9H8W5	0	Training	0	Q9H8W5	Homo sapiens	Metazoa	580		False
	O35484	0	Training	1	O35484	Mus musculus	Metazoa	448		False
	P43605	0	Training	2	P43605	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	281		False
	P38137	0	Training	3	P38137	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	543		False
	B7WN96	0	Training	4	B7WN96	Caenorhabditis elegans	Metazoa	317		False
	Q5BJZ6	0	Training	0	Q5BJZ6	Rattus norvegicus	Metazoa	400		False
	O94740	0	Training	1	O94740	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	466		False
	P34253	0	Training	2	P34253	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	313		False
	Q8VYJ1	0	Training	3	Q8VYJ1	Arabidopsis thaliana	Plants	560		True
