O74740	accession	Label	Set	CV_Fold	organism	kingdom	protein_length	cleavage_position	tm_helix_first_90
Q08923	Q08923	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	506		False
Q9W6G7	Q9W6G7	0	Training	4	Xenopus laevis	Metazoa	463		False
Q0P651	Q0P651	0	Training	0	Homo sapiens	Metazoa	464		False
Q9FZD1	Q9FZD1	0	Training	1	Arabidopsis thaliana	Plants	630		False
Q08357	Q08357	0	Training	2	Homo sapiens	Metazoa	652		True
Q80ZI2	Q80ZI2	0	Training	3	Mus musculus	Metazoa	223		False
Q9H165	Q9H165	0	Training	4	Homo sapiens	Metazoa	835		False
Q67Y99	Q67Y99	0	Training	0	Arabidopsis thaliana	Plants	330		False
Q8VY11	Q8VY11	0	Training	1	Arabidopsis thaliana	Plants	546		False
P39985	P39985	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1022		False
Q9I8A3	Q9I8A3	0	Training	3	Xenopus laevis	Metazoa	294		False
Q4QAU9	Q4QAU9	0	Training	4	Leishmania major	Other	549		False
O01367	O01367	0	Training	0	Drosophila melanogaster	Metazoa	405		False
Q9HGL9	Q9HGL9	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	252		False
Q9LR91	Q9LR91	0	Training	2	Arabidopsis thaliana	Plants	319		False
Q9VYQ0	Q9VYQ0	0	Training	3	Drosophila melanogaster	Metazoa	172		False
P41696	P41696	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	914		False
Q9SP32	Q9SP32	0	Training	0	Arabidopsis thaliana	Plants	1909		False
E9AGH7	E9AGH7	0	Training	1	Leishmania infantum	Other	365		False
Q01892	Q01892	0	Training	2	Homo sapiens	Metazoa	262		False
Q09275	Q09275	0	Training	3	Caenorhabditis elegans	Metazoa	382		False
Q9CAH5	Q9CAH5	0	Training	4	Arabidopsis thaliana	Plants	320		True
Q8N8R5	Q8N8R5	0	Training	0	Homo sapiens	Metazoa	385		False
Q9VV73	Q9VV73	0	Training	1	Drosophila melanogaster	Metazoa	841		False
Q9FIG9	Q9FIG9	0	Training	2	Arabidopsis thaliana	Plants	801		False
Q96SY0	Q96SY0	0	Training	3	Homo sapiens	Metazoa	518		False
O80832	O80832	0	Training	4	Arabidopsis thaliana	Plants	410		False
Q9TW65	Q9TW65	0	Training	0	Caenorhabditis elegans	Metazoa	3674		False
Q8RWV3	Q8RWV3	0	Training	1	Arabidopsis thaliana	Plants	416		False
Q8K3Q3	Q8K3Q3	0	Training	2	Mus musculus	Metazoa	521		False
Q32KD2	Q32KD2	0	Training	3	Drosophila melanogaster	Metazoa	1262		False
Q9Y3S2	Q9Y3S2	0	Training	4	Homo sapiens	Metazoa	320		False
Q0WNB1	Q0WNB1	0	Training	0	Arabidopsis thaliana	Plants	243		False
Q9SV55	Q9SV55	0	Training	1	Arabidopsis thaliana	Plants	425		False
Q6RFZ7	Q6RFZ7	0	Training	2	Rattus norvegicus	Metazoa	1039		False
P22936	P22936	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	367		False
Q9Y6D9	Q9Y6D9	0	Training	4	Homo sapiens	Metazoa	718		False
Q15833	Q15833	0	Training	0	Homo sapiens	Metazoa	593		False
Q96RN5	Q96RN5	0	Training	1	Homo sapiens	Metazoa	788		False
P23369	P23369	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	157		False
P40161	P40161	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	455		False
Q00341	Q00341	0	Training	4	Homo sapiens	Metazoa	1268		False
P38827	P38827	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1080		False
Q14765	Q14765	0	Training	1	Homo sapiens	Metazoa	748		False
Q7Z2T5	Q7Z2T5	0	Training	2	Homo sapiens	Metazoa	733		False
Q0E7J7	Q0E7J7	0	Training	3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	325		False
Q8IVF7	Q8IVF7	0	Training	4	Homo sapiens	Metazoa	1028		False
P40121	P40121	0	Training	0	Homo sapiens	Metazoa	348		False
Q96JJ3	Q96JJ3	0	Training	1	Homo sapiens	Metazoa	720		False
P47096	P47096	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	177		False
Q24472	Q24472	0	Training	3	Drosophila melanogaster	Metazoa	845		False
Q12495	Q12495	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	606		False
Q9C106	Q9C106	0	Training	0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	591		False
P09925	P09925	0	Training	1	Mus musculus	Metazoa	306		True
Q8WTP8	Q8WTP8	0	Training	2	Homo sapiens	Metazoa	325		False
Q9Y2I1	Q9Y2I1	0	Training	3	Homo sapiens	Metazoa	1504		False
Q9UBE0	Q9UBE0	0	Training	4	Homo sapiens	Metazoa	346		False
Q80TG1	Q80TG1	0	Training	0	Mus musculus	Metazoa	1036		False
Q8W4D6	Q8W4D6	0	Training	1	Arabidopsis thaliana	Plants	598		False
Q9QYW0	Q9QYW0	0	Training	2	Rattus norvegicus	Metazoa	523		False
Q02447	Q02447	0	Training	3	Homo sapiens	Metazoa	781		False
Q8C8R3	Q8C8R3	0	Training	4	Mus musculus	Metazoa	3898		False
Q9W252	Q9W252	0	Training	0	Drosophila melanogaster	Metazoa	1318		False
P06541	P06541	0	Training	1	Chlamydomonas reinhardtii	Plants	481		False
Q4WUK4	Q4WUK4	0	Training	2	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	609		False
P19783	P19783	0	Training	3	Mus musculus	Metazoa	169		False
Q9C8R8	Q9C8R8	0	Training	4	Arabidopsis thaliana	Plants	711		False
Q7SG49	Q7SG49	0	Training	0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	414		False
Q9H4X1	Q9H4X1	0	Training	1	Homo sapiens	Metazoa	137		False
Q09690	Q09690	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1087		False
Q09842	Q09842	0	Training	3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	407		False
P04789	P04789	0	Training	4	Trypanosoma brucei brucei	Other	250		False
O15091	O15091	0	Training	0	Homo sapiens	Metazoa	583		False
Q01560	Q01560	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	414		False
Q60865	Q60865	0	Training	2	Mus musculus	Metazoa	707		False
Q9VWN4	Q9VWN4	0	Training	3	Drosophila melanogaster	Metazoa	1150		False
Q92361	Q92361	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	264		False
O14015	O14015	0	Training	0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	150		False
Q8N9A8	Q8N9A8	0	Training	1	Homo sapiens	Metazoa	125		True
Q9BTZ2	Q9BTZ2	0	Training	2	Homo sapiens	Metazoa	278		False
Q7RYW7	Q7RYW7	0	Training	3	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	396		False
P53060	P53060	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	241		False
Q8IYJ3	Q8IYJ3	0	Training	0	Homo sapiens	Metazoa	562		False
C9JLW8	C9JLW8	0	Training	1	Homo sapiens	Metazoa	97		False
P48239	P48239	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	356		False
P52168	P52168	0	Training	3	Drosophila melanogaster	Metazoa	540		False
P32899	P32899	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	183		False
Q8L7N4	Q8L7N4	0	Training	0	Arabidopsis thaliana	Plants	343		True
P24813	P24813	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	409		False
Q9Y3A4	Q9Y3A4	0	Training	2	Homo sapiens	Metazoa	280		False
A2AKK5	A2AKK5	0	Training	3	Mus musculus	Metazoa	416		False
Q5Q0E6	Q5Q0E6	0	Training	4	Arabidopsis thaliana	Plants	473		False
F4K3G5	F4K3G5	0	Training	0	Arabidopsis thaliana	Plants	1297		False
P38210	P38210	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	180		False
Q8L7W1	Q8L7W1	0	Training	2	Arabidopsis thaliana	Plants	678		False
D3YXJ0	D3YXJ0	0	Training	3	Mus musculus	Metazoa	1211		False
Q12139	Q12139	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1133		False
O74478	O74478	0	Training	0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	587		False
Q8GSM2	Q8GSM2	0	Training	1	Hordeum vulgare	Plants	896		False
P24641	P24641	0	Training	2	Bufo japonicus	Metazoa	40		False
O35047	O35047	0	Training	3	Mus musculus	Metazoa	217		False
Q7LDG7	Q7LDG7	0	Training	4	Homo sapiens	Metazoa	609		False
Q9BMK9	Q9BMK9	0	Training	0	Caenorhabditis elegans	Metazoa	1001		True
Q9FLY0	Q9FLY0	0	Training	1	Arabidopsis thaliana	Plants	325		False
Q4V7H8	Q4V7H8	0	Training	2	Xenopus laevis	Metazoa	296		False
Q7L8L6	Q7L8L6	0	Training	3	Homo sapiens	Metazoa	764		False
Q80UF7	Q80UF7	0	Training	4	Mus musculus	Metazoa	732		False
Q9R0A0	Q9R0A0	0	Training	0	Mus musculus	Metazoa	376		False
Q7L5Y1	Q7L5Y1	0	Training	1	Homo sapiens	Metazoa	443		False
P22734	P22734	0	Training	2	Rattus norvegicus	Metazoa	264		True
Q9BTP7	Q9BTP7	0	Training	3	Homo sapiens	Metazoa	215		False
P36421	P36421	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	394		False
Q03661	Q03661	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1658		False
Q96FI4	Q96FI4	0	Training	1	Homo sapiens	Metazoa	390		False
C8V329	C8V329	0	Training	2	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	508		True
Q6PID8	Q6PID8	0	Training	3	Homo sapiens	Metazoa	442		False
P32453	P32453	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	318		False
Q9FMZ0	Q9FMZ0	0	Training	0	Arabidopsis thaliana	Plants	337		False
Q96E11	Q96E11	0	Training	1	Homo sapiens	Metazoa	262		False
Q9USP0	Q9USP0	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	341		False
Q8BL80	Q8BL80	0	Training	3	Mus musculus	Metazoa	702		False
O74331	O74331	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	363		False
J9VT33	J9VT33	0	Training	0	Cryptococcus neoformans (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	1048		False
Q02080	Q02080	0	Training	1	Homo sapiens	Metazoa	365		False
Q9NQX7	Q9NQX7	0	Training	2	Homo sapiens	Metazoa	267		True
O95071	O95071	0	Training	3	Homo sapiens	Metazoa	2799		False
Q9UTH9	Q9UTH9	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	617		False
P22561	P22561	0	Training	0	Mus musculus	Metazoa	449		False
P13469	P13469	0	Training	1	Drosophila melanogaster	Metazoa	542		False
Q07053	Q07053	0	Training	2	Crithidia fasciculata	Other	128		False
Q585P3	Q585P3	0	Training	3	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	524		False
Q09601	Q09601	0	Training	4	Caenorhabditis elegans	Metazoa	381		False
P53139	P53139	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	140		False
P34231	P34231	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	750		False
Q12161	Q12161	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	406		False
Q9NY33	Q9NY33	0	Training	3	Homo sapiens	Metazoa	737		False
Q9SSA5	Q9SSA5	0	Training	4	Arabidopsis thaliana	Plants	437		False
Q5RI15	Q5RI15	0	Training	0	Homo sapiens	Metazoa	118		True
Q9NQV5	Q9NQV5	0	Training	1	Homo sapiens	Metazoa	511		False
Q9BY10	Q9BY10	0	Training	2	Homo sapiens	Metazoa	475		True
Q8NBI5	Q8NBI5	0	Training	3	Homo sapiens	Metazoa	491		True
Q6NUF4	Q6NUF4	0	Training	4	Xenopus laevis	Metazoa	716		False
Q06675	Q06675	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	368		False
P43569	P43569	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	289		False
O42958	O42958	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	754		False
Q9BZR8	Q9BZR8	0	Training	3	Homo sapiens	Metazoa	327		False
P23180	P23180	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	465		False
Q9P7N0	Q9P7N0	0	Training	0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	392		False
Q16534	Q16534	0	Training	1	Homo sapiens	Metazoa	295		False
Q9LS24	Q9LS24	0	Training	2	Arabidopsis thaliana	Plants	292		False
P40460	P40460	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	691		False
Q03465	Q03465	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	531		False
Q10187	Q10187	0	Training	0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	612		False
Q6EPZ0	Q6EPZ0	0	Training	1	Oryza sativa subsp. japonica	Plants	318		False
Q9V452	Q9V452	0	Training	2	Drosophila melanogaster	Metazoa	140		False
Q61823	Q61823	0	Training	3	Mus musculus	Metazoa	469		False
Q07912	Q07912	0	Training	4	Homo sapiens	Metazoa	1038		False
P52594	P52594	0	Training	0	Homo sapiens	Metazoa	562		False
P0DYC2	P0DYC2	0	Training	1	Talaromyces sp	Fungi	412		True
Q8I299	Q8I299	0	Training	2	Plasmodium falciparum (isolate 3D7)	Other	791		False
Q10336	Q10336	0	Training	3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	327		False
Q92750	Q92750	0	Training	4	Homo sapiens	Metazoa	862		False
Q5SZT7	Q5SZT7	0	Training	0	Mus musculus	Metazoa	395		False
Q9GZP8	Q9GZP8	0	Training	1	Homo sapiens	Metazoa	106		False
P39961	P39961	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	794		False
Q9UI36	Q9UI36	0	Training	3	Homo sapiens	Metazoa	758		False
A0A096LP01	A0A096LP01	0	Training	4	Homo sapiens	Metazoa	95		True
Q9LVS0	Q9LVS0	0	Training	0	Arabidopsis thaliana	Plants	365		False
Q8SWX0	Q8SWX0	0	Training	1	Drosophila melanogaster	Metazoa	167		False
Q1W1G1	Q1W1G1	0	Training	2	Xenopus laevis	Metazoa	525		False
O55003	O55003	0	Training	3	Mus musculus	Metazoa	187		False
Q9P7A0	Q9P7A0	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	319		False
Q9ZV06	Q9ZV06	0	Training	0	Arabidopsis thaliana	Plants	236		False
Q9BVJ6	Q9BVJ6	0	Training	1	Homo sapiens	Metazoa	771		False
Q8WUX9	Q8WUX9	0	Training	2	Homo sapiens	Metazoa	453		False
O74904	O74904	0	Training	3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	122		False
Q9FNB0	Q9FNB0	0	Training	4	Arabidopsis thaliana	Plants	1381		False
O95714	O95714	0	Training	0	Homo sapiens	Metazoa	4834		False
Q86WP2	Q86WP2	0	Training	1	Homo sapiens	Metazoa	473		False
Q9Z2Q2	Q9Z2Q2	0	Training	2	Mus musculus	Metazoa	478		False
P04038	P04038	0	Training	3	Bos taurus	Metazoa	74		True
O43586	O43586	0	Training	4	Homo sapiens	Metazoa	416		False
Q9ZR72	Q9ZR72	0	Training	0	Arabidopsis thaliana	Plants	1286		True
P0DW10	P0DW10	0	Training	1	Neurospora crassa	Fungi	244		False
Q9LU39	Q9LU39	0	Training	2	Arabidopsis thaliana	Plants	317		False
A0A120KVR5	A0A120KVR5	0	Training	3	Trypanosoma brucei brucei	Other	1642		False
P22516	P22516	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	861		False
Q8IRH5	Q8IRH5	0	Training	0	Drosophila melanogaster	Metazoa	733		False
P51810	P51810	0	Training	1	Homo sapiens	Metazoa	404		True
O75952	O75952	0	Training	2	Homo sapiens	Metazoa	493		False
V9M398	V9M398	0	Training	3	Vitis rotundifolia	Plants	1331		False
Q9XZT7	Q9XZT7	0	Training	4	Drosophila melanogaster	Metazoa	146		False
Q9NWV8	Q9NWV8	0	Training	0	Homo sapiens	Metazoa	329		False
P36064	P36064	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	111		False
Q8VXV7	Q8VXV7	0	Training	2	Arabidopsis thaliana	Plants	844		False
Q6ZWK4	Q6ZWK4	0	Training	3	Homo sapiens	Metazoa	172		True
G5EEU2	G5EEU2	0	Training	4	Caenorhabditis elegans	Metazoa	714		False
Q96WW3	Q96WW3	0	Training	0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	117		False
W8JWV8	W8JWV8	0	Training	1	Catharanthus roseus	Plants	378		False
Q8GUK1	Q8GUK1	0	Training	2	Arabidopsis thaliana	Plants	602		False
Q17569	Q17569	0	Training	3	Caenorhabditis elegans	Metazoa	389		False
Q9H8H0	Q9H8H0	0	Training	4	Homo sapiens	Metazoa	719		False
P78312	P78312	0	Training	0	Homo sapiens	Metazoa	1515		False
Q873E4	Q873E4	0	Training	1	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	240		False
Q8K1Z0	Q8K1Z0	0	Training	2	Mus musculus	Metazoa	313		False
B1ASB6	B1ASB6	0	Training	3	Mus musculus	Metazoa	1015		False
Q4U0S5	Q4U0S5	0	Training	4	Danio rerio	Metazoa	503		False
P17106	P17106	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	351		False
Q12974	Q12974	0	Training	1	Homo sapiens	Metazoa	167		False
O43502	O43502	0	Training	2	Homo sapiens	Metazoa	376		False
G5EGE9	G5EGE9	0	Training	3	Caenorhabditis elegans	Metazoa	1263		False
P36606	P36606	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	468		True
Q8NC56	Q8NC56	0	Training	0	Homo sapiens	Metazoa	503		False
P46089	P46089	0	Training	1	Homo sapiens	Metazoa	330		True
Q3ZBU2	Q3ZBU2	0	Training	2	Bos taurus	Metazoa	106		True
P39880	P39880	0	Training	3	Homo sapiens	Metazoa	1505		False
Q5VZV1	Q5VZV1	0	Training	4	Homo sapiens	Metazoa	264		False
P22469	P22469	0	Training	0	Drosophila melanogaster	Metazoa	90		False
Q06604	Q06604	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	576		False
P08525	P08525	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	94		True
Q66JZ4	Q66JZ4	0	Training	3	Mus musculus	Metazoa	499		False
Q7XR83	Q7XR83	0	Training	4	Oryza sativa subsp. japonica	Plants	333		False
E7F568	E7F568	0	Training	0	Danio rerio	Metazoa	1343		False
Q38HM4	Q38HM4	0	Training	1	Mus musculus	Metazoa	350		False
P42891	P42891	0	Training	2	Bos taurus	Metazoa	754		True
O14802	O14802	0	Training	3	Homo sapiens	Metazoa	1390		False
B9F1C0	B9F1C0	0	Training	4	Oryza sativa subsp. japonica	Plants	1709		False
Q10B19	Q10B19	0	Training	0	Oryza sativa subsp. japonica	Plants	250		False
Q8CDP0	Q8CDP0	0	Training	1	Mus musculus	Metazoa	1006		False
Q99LD4	Q99LD4	0	Training	2	Mus musculus	Metazoa	471		False
Q9C0Z9	Q9C0Z9	0	Training	3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	129		False
Q15760	Q15760	0	Training	4	Homo sapiens	Metazoa	415		True
Q5FWP4	Q5FWP4	0	Training	0	Xenopus laevis	Metazoa	625		False
A1Z8D0	A1Z8D0	0	Training	1	Drosophila melanogaster	Metazoa	459		False
Q9C5G0	Q9C5G0	0	Training	2	Arabidopsis thaliana	Plants	367		False
P42838	P42838	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	414		True
Q4W9R0	Q4W9R0	0	Training	4	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	153		False
Q2TAL8	Q2TAL8	0	Training	0	Homo sapiens	Metazoa	776		False
Q8IUR6	Q8IUR6	0	Training	1	Homo sapiens	Metazoa	639		False
Q9VEB4	Q9VEB4	0	Training	2	Drosophila melanogaster	Metazoa	560		False
Q8N0S6	Q8N0S6	0	Training	3	Homo sapiens	Metazoa	344		False
Q8WWL7	Q8WWL7	0	Training	4	Homo sapiens	Metazoa	1395		False
Q6PII3	Q6PII3	0	Training	0	Homo sapiens	Metazoa	467		False
O82170	O82170	0	Training	1	Arabidopsis thaliana	Plants	402		False
P03871	P03871	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	373		False
Q9EQ10	Q9EQ10	0	Training	3	Rattus norvegicus	Metazoa	573		False
B9DFX7	B9DFX7	0	Training	4	Arabidopsis thaliana	Plants	883		False
Q9BYG8	Q9BYG8	0	Training	0	Homo sapiens	Metazoa	508		False
Q02864	Q02864	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	156		False
Q9LY99	Q9LY99	0	Training	2	Arabidopsis thaliana	Plants	249		True
Q62747	Q62747	0	Training	3	Rattus norvegicus	Metazoa	403		True
P22798	P22798	0	Training	4	Spinacia oleracea	Plants	271		False
Q9BT17	Q9BT17	0	Training	0	Homo sapiens	Metazoa	334		False
Q8N5A5	Q8N5A5	0	Training	1	Homo sapiens	Metazoa	531		False
Q61884	Q61884	0	Training	2	Mus musculus	Metazoa	491		False
P56765	P56765	0	Training	3	Arabidopsis thaliana	Plants	488		False
Q659A1	Q659A1	0	Training	4	Homo sapiens	Metazoa	982		False
Q94K75	Q94K75	0	Training	0	Arabidopsis thaliana	Plants	401		False
P42937	P42937	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	148		False
P0DKJ7	P0DKJ7	0	Training	2	Arabidopsis thaliana	Plants	813		False
Q9FVW4	Q9FVW4	0	Training	3	Arabidopsis thaliana	Plants	482		False
A9D2P7	A9D2P7	0	Training	4	Caenorhabditis elegans	Metazoa	672		False
Q941Q3	Q941Q3	0	Training	0	Arabidopsis thaliana	Plants	524		False
Q54HI5	Q54HI5	0	Training	1	Dictyostelium discoideum	Other	716		False
P40041	P40041	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	505		False
Q9QXN0	Q9QXN0	0	Training	3	Mus musculus	Metazoa	1986		False
Q9LE82	Q9LE82	0	Training	4	Arabidopsis thaliana	Plants	535		False
Q6NXG1	Q6NXG1	0	Training	0	Homo sapiens	Metazoa	681		False
H2KYH4	H2KYH4	0	Training	1	Caenorhabditis elegans	Metazoa	392		False
P29747	P29747	0	Training	2	Drosophila melanogaster	Metazoa	516		False
P82248	P82248	0	Training	3	Spinacia oleracea	Plants	168		False
O82796	O82796	0	Training	4	Arabidopsis thaliana	Plants	295		False
Q9SPU7	Q9SPU7	0	Training	0	Arabidopsis thaliana	Plants	1123		False
Q5H9F3	Q5H9F3	0	Training	1	Homo sapiens	Metazoa	1785		False
Q8IQG1	Q8IQG1	0	Training	2	Drosophila melanogaster	Metazoa	566		False
O35253	O35253	0	Training	3	Mus musculus	Metazoa	426		False
Q9BLG3	Q9BLG3	0	Training	4	Dictyostelium discoideum	Other	431		True
O74887	O74887	0	Training	0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	192		False
O74854	O74854	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	872		False
F4HVZ5	F4HVZ5	0	Training	2	Arabidopsis thaliana	Plants	279		False
O00483	O00483	0	Training	3	Homo sapiens	Metazoa	81		True
Q9CWE6	Q9CWE6	0	Training	4	Mus musculus	Metazoa	164		False
Q9Y2W2	Q9Y2W2	0	Training	0	Homo sapiens	Metazoa	641		False
Q8C206	Q8C206	0	Training	1	Mus musculus	Metazoa	330		True
P03877	P03877	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	415		True
P54730	P54730	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	416		False
Q04623	Q04623	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	453		False
E7FFT2	E7FFT2	0	Training	0	Danio rerio	Metazoa	916		False
Q9P7V3	Q9P7V3	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	220		False
P23758	P23758	0	Training	2	Drosophila melanogaster	Metazoa	425		False
Q8BGL3	Q8BGL3	0	Training	3	Mus musculus	Metazoa	282		False
Q9SIM9	Q9SIM9	0	Training	4	Arabidopsis thaliana	Plants	693		False
O43504	O43504	0	Training	0	Homo sapiens	Metazoa	91		False
Q86V97	Q86V97	0	Training	1	Homo sapiens	Metazoa	674		False
Q96CB8	Q96CB8	0	Training	2	Homo sapiens	Metazoa	462		False
P49917	P49917	0	Training	3	Homo sapiens	Metazoa	911		False
P38876	P38876	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	190		False
Q8R4N0	Q8R4N0	0	Training	0	Mus musculus	Metazoa	338		False
Q8C8Y5	Q8C8Y5	0	Training	1	Mus musculus	Metazoa	445		False
P12297	P12297	0	Training	2	Drosophila melanogaster	Metazoa	963		False
P51947	P51947	0	Training	3	Xenopus laevis	Metazoa	323		False
Q9NXZ1	Q9NXZ1	0	Training	4	Homo sapiens	Metazoa	904		False
Q18221	Q18221	0	Training	0	Caenorhabditis elegans	Metazoa	1507		False
Q13356	Q13356	0	Training	1	Homo sapiens	Metazoa	520		False
Q01613	Q01613	0	Training	2	Xenopus laevis	Metazoa	1420		False
G5EBR8	G5EBR8	0	Training	3	Caenorhabditis elegans	Metazoa	247		False
P13489	P13489	0	Training	4	Homo sapiens	Metazoa	461		False
P81269	P81269	0	Training	0	Mus musculus	Metazoa	269		False
Q00422	Q00422	0	Training	1	Mus musculus	Metazoa	454		False
Q9UT23	Q9UT23	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	834		False
Q9H0E3	Q9H0E3	0	Training	3	Homo sapiens	Metazoa	1048		False
Q8BJA3	Q8BJA3	0	Training	4	Mus musculus	Metazoa	419		False
Q7XA83	Q7XA83	0	Training	0	Arabidopsis thaliana	Plants	423		False
P53331	P53331	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	553		False
Q12906	Q12906	0	Training	2	Homo sapiens	Metazoa	894		False
Q00PI9	Q00PI9	0	Training	3	Mus musculus	Metazoa	745		False
Q96RG2	Q96RG2	0	Training	4	Homo sapiens	Metazoa	1323		False
Q76NL8	Q76NL8	0	Training	0	Plasmodium falciparum (isolate 3D7)	Other	1193		False
